Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg01995513__MPP6	0.042417	0.0299	0.036328	0.11081	0.037806	0.040811	0.45762	0.026705	0.030754	0.043496	0.031629	0.031111	0.06709	0.034888	0.036293	0.028021	0.066688	0.0267	0.030639	0.034045	0.037974	0.096914	0.043483	0.056764	0.069069	0.065501	0.047444	0.025303	0.027001	0.041745	0.032956	0.035463	0.087966	0.050644	0.040024	0.037094
Meth__cg25095814__CASP8	0.078878	0.07786	0.061195	0.093237	0.068077	0.073232	0.10118	0.07575	0.15925	0.076386	0.13617	0.073067	0.091571	0.099548	0.063751	0.068827	0.20654	0.069252	0.071285	0.20327	0.080043	0.14957	0.099564	0.096502	0.68547	0.17391	0.2279	0.048687	0.054557	0.10094	0.042991	0.076905	0.38845	0.099474	0.2757	0.43539
Meth__cg00746981__HDGF	0.066917	0.063848	0.48884	0.081265	0.039327	0.041391	0.05108	0.10627	0.053103	0.052413	0.064124	0.055329	0.3539	0.059836	0.062294	0.049956	0.12694	0.059103	0.056249	0.050281	0.055475	0.081697	0.080466	0.052916	0.081078	0.082679	0.050786	0.04263	0.053446	0.036297	0.061145	0.039202	0.050222	0.062135	0.049097	0.051035
Meth__cg00131121__POLR2J	0.057632	0.11044	0.12329	0.085795	0.058266	0.11802	0.038896	0.13491	0.10169	0.11336	0.034	0.10415	0.18363	0.088478	0.032182	0.084354	0.033715	0.028774	0.060113	0.065877	0.094831	0.11357	0.045265	0.041824	0.15899	0.090211	0.034352	0.053501	0.070595	0.037819	0.1054	0.13161	0.070392	0.12507	0.034886	0.043648
Meth__cg23654549__CD24	0.033121	0.020184	0.023273	0.03794	0.02616	0.042918	0.033984	0.038877	0.025548	0.028105	0.098391	0.023311	0.047541	0.025027	0.022157	0.028981	0.11357	0.024386	0.022803	0.034003	0.035092	0.1471	0.036036	0.0504	0.15841	0.082272	0.031313	0.023619	0.024748	0.024526	0.027976	0.017686	0.086043	0.028657	0.032084	0.034343
Meth__cg25410279__DXS9879E	0.54843	0.039048	0.051876	0.55886	0.50933	0.50597	0.041525	0.40122	0.037896	0.92725	0.045936	0.061265	0.18803	0.042292	0.50739	0.93249	0.17415	0.036073	0.8229	0.052037	0.65413	0.078258	0.77889	0.057232	0.49149	0.080315	0.45545	0.074733	0.62606	0.038153	0.04676	0.30904	0.11074	0.63923	0.39055	0.083559
Meth__cg00995327__CHST2	0.67175	0.04784	0.84857	0.75502	0.49822	0.046874	0.9651	0.086184	0.057507	0.93258	0.10316	0.03836	0.75204	0.4142	0.054506	0.055154	0.082666	0.046193	0.97083	0.95221	0.051815	0.47195	0.95258	0.57525	0.91096	0.092729	0.057507	0.5015	0.056366	0.96329	0.070247	0.8264	0.91942	0.50221	0.77903	0.8426
Meth__cg25821963__ABLIM3	0.055046	0.050564	0.068483	0.59465	0.038757	0.11299	0.050718	0.051055	0.041443	0.05107	0.3917	0.054463	0.14542	0.55205	0.03488	0.048703	0.067758	0.034378	0.57611	0.6031	0.15643	0.57302	0.060176	0.078042	0.079336	0.053149	0.036691	0.037346	0.031434	0.41814	0.054434	0.034885	0.078797	0.052517	0.035038	0.052829
Meth__cg01185754__F3	0.13763	0.084697	0.16109	0.66306	0.70022	0.88707	0.43159	0.08016	0.1121	0.20571	0.73879	0.2167	0.17438	0.11876	0.13725	0.7185	0.11169	0.20426	0.49436	0.16822	0.14667	0.086464	0.25931	0.19481	0.33261	0.094415	0.88698	0.050779	0.088737	0.11309	0.064761	0.12051	0.25415	0.43881	0.4359	0.76721
Meth__cg13997435__S100A2	0.051686	0.15071	0.049348	0.38887	0.55394	0.040764	0.6049	0.020118	0.35763	0.63282	0.65598	0.024283	0.053787	0.34525	0.03444	0.040098	0.08549	0.0314	0.57216	0.77358	0.049118	0.094232	0.51519	0.15065	0.49597	0.27491	0.036023	0.033339	0.049017	0.27137	0.05212	0.047993	0.34487	0.67144	0.55196	0.43255
Meth__cg18408326__CACNB2	0.27802	0.042508	0.76881	0.73495	0.48067	0.06669	0.4214	0.63171	0.052307	0.18947	0.8285	0.53467	0.4228	0.041377	0.14031	0.037956	0.054891	0.053872	0.36645	0.31295	0.05959	0.59874	0.36219	0.16047	0.30064	0.077633	0.046185	0.18884	0.071775	0.12502	0.045019	0.23727	0.060041	0.51583	0.53668	0.52214
Meth__cg01346152__DHRS3	0.030246	0.027719	0.036187	0.23699	0.93814	0.78202	0.82489	0.042361	0.078288	0.91341	0.038837	0.061944	0.08566	0.06615	0.047294	0.038118	0.079836	0.046387	0.094661	0.37379	0.14579	0.12694	0.42512	0.075047	0.48193	0.076426	0.50671	0.022527	0.031171	0.36591	0.020142	0.2723	0.07064	0.05396	0.17429	0.92097
Meth__cg23093462__PARD3	0.054051	0.040814	0.074508	0.058071	0.038709	0.045997	0.051552	0.034412	0.040202	0.049368	0.050935	0.040438	0.31052	0.045087	0.080559	0.042899	0.05989	0.049306	0.058364	0.057569	0.0462	0.091063	0.055162	0.047938	0.075433	0.079812	0.044921	0.048812	0.16068	0.053952	0.036653	0.12289	0.093316	0.04172	0.046625	0.21469
Meth__cg14042128__CHMP2A	0.052171	0.048814	0.08645	0.064531	0.041207	0.044136	0.050613	0.048843	0.056986	0.04962	0.10959	0.24226	0.076659	0.11225	0.077226	0.05696	0.41079	0.047403	0.521	0.51646	0.097141	0.10624	0.057916	0.060415	0.099958	0.04931	0.068397	0.052885	0.059817	0.044786	0.042263	0.040947	0.10747	0.057668	0.05024	0.051324
Meth__cg02347487__NALP14	0.72274	0.043431	0.042514	0.22362	0.52869	0.037978	0.18506	0.041009	0.79123	0.059203	0.23666	0.069388	0.18004	0.65336	0.10982	0.23232	0.18816	0.039184	0.036722	0.051275	0.04016	0.23423	0.17791	0.056139	0.12913	0.057571	0.25076	0.14604	0.073325	0.87736	0.02911	0.11724	0.094757	0.045173	0.29535	0.22204
Meth__cg10857774__DMPK	0.024035	0.034976	0.07379	0.26771	0.50702	0.11874	0.36504	0.89216	0.20703	0.39762	0.39984	0.22398	0.059949	0.15794	0.031695	0.042956	0.2566	0.015187	0.53814	0.76638	0.1563	0.12081	0.61607	0.058297	0.37861	0.10137	0.50122	0.44638	0.75812	0.079901	0.057382	0.021555	0.1229	0.52165	0.29784	0.52236
Meth__cg03048535__FOXN4	0.47653	0.016046	0.030902	0.084568	0.020525	0.55537	0.025569	0.12348	0.020458	0.36646	0.092137	0.034238	0.058625	0.024617	0.015113	0.016464	0.03744	0.050018	0.061908	0.44063	0.021315	0.61631	0.026222	0.30958	0.84469	0.023863	0.020705	0.024031	0.017881	0.20251	0.022987	0.2262	0.032879	0.019514	0.029493	0.021766
Meth__cg09558850__TFPI2	0.12293	0.22284	0.6713	0.43654	0.13255	0.89089	0.12485	0.92975	0.065335	0.095058	0.88899	0.69737	0.85805	0.11426	0.8721	0.68112	0.13795	0.89413	0.1204	0.1046	0.25607	0.20803	0.15285	0.15364	0.6469	0.11449	0.12292	0.62121	0.90725	0.78237	0.11469	0.94325	0.71286	0.10849	0.18847	0.12928
Meth__cg03969797__MKRN3	0.81641	0.029543	0.068598	0.907	0.04523	0.23261	0.74664	0.46503	0.053947	0.089675	0.088269	0.40897	0.089109	0.077239	0.030338	0.055966	0.09046	0.042816	0.68999	0.4292	0.053492	0.065146	0.14949	0.14559	0.22583	0.043486	0.29547	0.052284	0.11317	0.06341	0.096928	0.43829	0.35886	0.26941	0.27137	0.21105
Meth__cg24652919__WDR58	0.32183	0.14301	0.13407	0.63943	0.39614	0.079496	0.49403	0.10356	0.18871	0.41756	0.57642	0.2601	0.23013	0.23152	0.11797	0.064309	0.16586	0.067547	0.53395	0.38103	0.077942	0.085484	0.71752	0.62762	0.40351	0.21957	0.053232	0.054077	0.072009	0.28568	0.34264	0.16937	0.44675	0.18536	0.36448	0.2875
