Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg19803671__UBE2E2	0.044704	0.047818	0.047158	0.047616	0.045649	0.041877	0.067243	0.031202	0.050119	0.050028	0.047942	0.0659	0.13584	0.17982	0.054683	0.058934	0.049447	0.094689	0.042837	0.075934	0.048242	0.055016	0.1693	0.063115	0.095301	0.15636	0.129	0.047406	0.059094	0.060375	0.045061	0.053603	0.064403	0.055558	0.061828	0.049619
Meth__cg07986525__NFE2L3	0.12085	0.070856	0.43256	0.15175	0.17936	0.63363	0.26627	0.08114	0.030693	0.079924	0.074707	0.061497	0.17619	0.12675	0.049285	0.071169	0.047558	0.072733	0.41022	0.038161	0.065144	0.19952	0.11209	0.38943	0.079794	0.76134	0.082582	0.075982	0.048445	0.45797	0.096215	0.54919	0.4695	0.049045	0.1406	0.11867
Meth__cg23696886__PDLIM2	0.051966	0.039249	0.0625	0.26107	0.13832	0.9735	0.5155	0.032557	0.034522	0.055546	0.095347	0.097972	0.051388	0.6537	0.040503	0.91312	0.6115	0.17653	0.87224	0.040884	0.10372	0.93888	0.051358	0.099373	0.12903	0.64662	0.094395	0.97512	0.025989	0.90989	0.093341	0.6598	0.068155	0.21469	0.2086	0.32796
Meth__cg04312209__IL7R	0.58178	0.083821	0.23705	0.66622	0.35103	0.076196	0.22163	0.13046	0.49608	0.11023	0.27554	0.31487	0.16302	0.21179	0.3293	0.098604	0.19351	0.13343	0.12727	0.15267	0.22923	0.059448	0.20081	0.21846	0.17421	0.24498	0.20323	0.0797	0.19687	0.079649	0.57403	0.092434	0.13605	0.37751	0.24938	0.16247
Meth__cg23326785__TMEM25	0.17773	0.0648	0.084953	0.092991	0.050587	0.13852	0.15457	0.072711	0.093389	0.086466	0.057096	0.041788	0.086482	0.075859	0.057606	0.087614	0.085332	0.082519	0.059589	0.35066	0.15211	0.084906	0.11883	0.10591	0.16643	0.11732	0.093534	0.20969	0.05035	0.14265	0.086813	0.11009	0.043037	0.080632	0.10414	0.079142
Meth__cg04344997__EMD	0.69451	0.088366	0.12727	0.1439	0.63721	0.053393	0.13674	0.85011	0.10512	0.76433	0.12558	0.14549	0.18768	0.094826	0.10694	0.69129	0.72247	0.28039	0.11684	0.094505	0.12336	0.76525	0.16483	0.094217	0.1485	0.46611	0.25801	0.60729	0.04864	0.74242	0.094922	0.49658	0.22113	0.73374	0.65075	0.092254
Meth__cg09229960__EMD	0.66903	0.031925	0.03081	0.051031	0.62328	0.017799	0.036934	0.54629	0.026099	0.73133	0.040569	0.06439	0.066885	0.022903	0.029228	0.59026	0.58122	0.14771	0.031828	0.025087	0.030224	0.75583	0.056249	0.028426	0.11879	0.33743	0.043989	0.68559	0.014	0.73464	0.021886	0.32617	0.14551	0.78475	0.5802	0.029824
Meth__cg00078194__MDK	0.039446	0.029595	0.97929	0.037013	0.17435	0.031208	0.05647	0.027867	0.031958	0.036012	0.04997	0.075326	0.9577	0.44362	0.034093	0.98258	0.029853	0.068708	0.041246	0.42758	0.19223	0.71521	0.14433	0.08671	0.11531	0.66692	0.082329	0.03991	0.023772	0.031	0.027663	0.66351	0.099316	0.050628	0.10915	0.084325
Meth__cg14667033__TMEM2	0.058264	0.049685	0.074993	0.066911	0.053296	0.1856	0.057868	0.05	0.040675	0.059097	0.056574	0.064025	0.1368	0.043956	0.05315	0.051561	0.04669	0.095617	0.06946	0.047632	0.061036	0.055145	0.084012	0.051896	0.09382	0.10408	0.065693	0.04744	0.054025	0.05732	0.38903	0.051757	0.063149	0.056246	0.067397	0.062607
Meth__cg02539714__RHOF	0.033574	0.038694	0.045167	0.10318	0.02663	0.83032	0.046729	0.06388	0.031309	0.046225	0.062536	0.16067	0.26686	0.018485	0.043011	0.044148	0.044608	0.14741	0.08556	0.021948	0.057145	0.098538	0.048289	0.051538	0.064918	0.21437	0.062076	0.051358	0.092478	0.053001	0.084006	0.082353	0.042546	0.033219	0.04342	0.034904
Meth__cg08319404__THRB	0.087583	0.93083	0.12217	0.094969	0.33025	0.93178	0.11568	0.06693	0.1021	0.14985	0.88923	0.16129	0.51522	0.09197	0.10747	0.8376	0.28203	0.15423	0.85571	0.78312	0.10325	0.80259	0.72456	0.099191	0.14592	0.2286	0.52073	0.13963	0.14101	0.89209	0.34153	0.11408	0.11762	0.099733	0.10234	0.13661
EA_G__DHRS2	4.826	12.6045	11.3429	10.9225	6.4126	4.7951	4.9841	5.0026	4.1419	7.8911	4.6987	6.6305	6.1002	6.0863	6.6271	7.6348	4.3533	4.9997	9.4494	9.5675	9.8142	4.3182	5.2669	11.2132	5.0481	5.6525	12.2474	4.5827	5.307	5.0884	5.0364	5.5243	4.9878	5.1772	8.1213	5.7559
Meth__cg11674404__WDR17	0.08363	0.068108	0.56499	0.12047	0.055449	0.11351	0.051768	0.15756	0.075852	0.082287	0.063237	0.24617	0.74925	0.85422	0.087019	0.1571	0.21008	0.15514	0.1029	0.049212	0.068006	0.47368	0.098518	0.22415	0.16073	0.61053	0.095046	0.045455	0.043512	0.062399	0.84271	0.34288	0.13819	0.078837	0.092205	0.098185
Meth__cg12716838__B3GALT3	0.030133	0.27208	0.97528	0.028097	0.02206	0.85386	0.027542	0.036519	0.031515	0.019564	0.019787	0.35973	0.7358	0.01941	0.040351	0.96687	0.019474	0.022497	0.02512	0.024164	0.30071	0.042628	0.077438	0.029324	0.029435	0.038127	0.041905	0.033453	0.04941	0.5341	0.67293	0.7798	0.080202	0.024045	0.053652	0.92435
Meth__cg22153873__BCL11A	0.0673	0.099437	0.20097	0.24819	0.06205	0.071267	0.082577	0.065485	0.0739	0.050632	0.072285	0.097186	0.092802	0.10852	0.081467	0.082761	0.095767	0.1322	0.067061	0.086666	0.099017	0.070637	0.095633	0.079548	0.12646	0.18637	0.090547	0.065122	0.055805	0.060273	0.044397	0.53579	0.11899	0.085684	0.073244	0.070167
Meth__cg01119135__C1orf116	0.036851	0.042178	0.94164	0.037065	0.17365	0.37302	0.047518	0.044939	0.050966	0.068522	0.75932	0.032906	0.11608	0.025178	0.054218	0.14737	0.64068	0.047992	0.20286	0.27997	0.17358	0.088714	0.86302	0.36442	0.056635	0.20802	0.096646	0.044097	0.037459	0.38237	0.15952	0.057437	0.16414	0.04729	0.14094	0.13371
Meth__cg01697732__FAM20A	0.72089	0.042092	0.97835	0.074703	0.053445	0.95462	0.98579	0.42754	0.047499	0.024136	0.048917	0.17966	0.9474	0.48787	0.063477	0.042402	0.033968	0.049844	0.29711	0.97156	0.97121	0.04182	0.47526	0.69667	0.064333	0.97294	0.39301	0.035341	0.45717	0.2995	0.14011	0.19382	0.37171	0.33613	0.39487	0.071553
Meth__cg22289360__GCNT1	0.087654	0.042534	0.65465	0.071663	0.092636	0.052796	0.065258	0.049043	0.040289	0.05838	0.033986	0.13413	0.57949	0.068467	0.05441	0.052731	0.059041	0.13421	0.21211	0.049987	0.0557	0.052456	0.087129	0.054486	0.097553	0.12782	0.088375	0.050982	0.048783	0.061691	0.4476	0.41691	0.067763	0.053616	0.10509	0.133
EA_G__ABCC4	4.0162	7.9015	4.1881	5.887	4.057	7.9337	4.8344	7.9145	4.1608	3.7883	7.984	5.8245	6.6924	4.4895	4.194	6.9176	7.1819	4.3603	7.2826	6.884	5.8639	8.2748	6.8775	5.2767	6.6107	4.9413	5.1307	6.5936	6.4059	7.3103	6.1696	4.3086	4.4926	5.0538	4.9592	6.3257
Meth__cg20325517__FLJ23518	0.10961	0.055531	0.33738	0.13216	0.072454	0.050633	0.66061	0.041855	0.075865	0.090787	0.050573	0.10409	0.16828	0.045659	0.077091	0.07209	0.051171	0.077314	0.047338	0.11596	0.3721	0.091062	0.13577	0.43221	0.16526	0.18357	0.14046	0.062249	0.065618	0.31139	0.10047	0.11316	0.29301	0.073725	0.080889	0.13352
Meth__cg23165541__DAPK2	0.070694	0.63639	0.83121	0.88771	0.50523	0.76836	0.094653	0.12262	0.053111	0.54039	0.19035	0.22985	0.43428	0.35936	0.12981	0.27045	0.075257	0.12894	0.068354	0.31365	0.30125	0.31786	0.48503	0.7134	0.096589	0.25428	0.64953	0.34539	0.17655	0.1213	0.55542	0.087963	0.20962	0.08648	0.56765	0.6288
EA_G__RSF1	8.2695	6.8876	7.4696	6.7511	7.3761	7.3592	6.6293	7.4456	8.1546	7.4565	7.3609	7.0289	7.4314	7.0089	6.3856	6.8976	7.4501	6.6409	6.8412	7.153	7.3079	6.8448	7.0497	6.8583	6.5569	7.0809	6.4572	6.7893	7.3786	6.7311	6.3921	9.0142	7.0643	7.4008	6.8878	6.9062
EA_G__RARRES1	6.9524	4.9938	5.5542	5.4808	4.6972	5.1318	4.9996	5.5363	7.9107	5.4825	6.4837	9.337	9.7619	5.3507	9.473	7.1774	4.7131	11.4794	5.0363	4.7482	4.9179	4.6755	4.6488	4.7304	6.6189	5.6596	5.7265	4.9607	7.808	5.0319	4.7158	5.1869	5.1753	5.3781	4.7181	4.6711
Meth__cg02788090__SOX9	0.040736	0.047455	0.062358	0.039229	0.096653	0.037885	0.071719	0.032293	0.033556	0.044377	0.043735	0.043763	0.057898	0.043546	0.042259	0.038072	0.047866	0.11957	0.037422	0.57104	0.47385	0.061556	0.10562	0.047927	0.040658	0.078982	0.084855	0.040976	0.032398	0.047109	0.096335	0.18568	0.064939	0.039981	0.05307	0.038426
Meth__cg01322134__WNT3A	0.46391	0.054177	0.54397	0.081977	0.042682	0.76468	0.85676	0.19086	0.036575	0.059634	0.69004	0.032743	0.65963	0.084855	0.03244	0.049331	0.060454	0.13778	0.064287	0.78131	0.47134	0.044296	0.91768	0.065161	0.28062	0.93662	0.047922	0.27127	0.053939	0.061807	0.027247	0.68693	0.19365	0.053061	0.38549	0.6287
Meth__cg07639720__BNC1	0.70259	0.15118	0.86614	0.18854	0.50791	0.33556	0.86212	0.84776	0.44675	0.8318	0.60121	0.17163	0.45326	0.084565	0.35651	0.14814	0.035921	0.075965	0.22299	0.49725	0.78595	0.06153	0.83083	0.60236	0.11994	0.29475	0.14946	0.19236	0.047625	0.039314	0.050582	0.17807	0.39291	0.075212	0.24006	0.20858
Meth__cg14570389__RAP2C	0.50611	0.077707	0.065962	0.13803	0.15653	0.048095	0.10294	0.48217	0.10917	0.10329	0.10853	0.035165	0.11802	0.052794	0.080298	0.056113	0.64111	0.12545	0.099465	0.06208	0.061979	0.056829	0.32664	0.15486	0.12396	0.36747	0.151	0.75095	0.060069	0.057898	0.11522	0.10668	0.21387	0.58311	0.10721	0.08771
Meth__cg25423576__RFXDC1	0.39365	0.0176	0.64428	0.13155	0.05609	0.56215	0.87674	0.71483	0.027333	0.039989	0.58258	0.10995	0.79969	0.51217	0.044453	0.81693	0.02117	0.08594	0.028931	0.804	0.4377	0.69372	0.83154	0.56876	0.017197	0.73886	0.047023	0.017841	0.036349	0.090927	0.84681	0.87223	0.05479	0.033197	0.12934	0.08402
Meth__cg13850625__FLJ11155	0.028453	0.028665	0.02759	0.056077	0.026602	0.58176	0.027783	0.026872	0.030847	0.030619	0.028651	0.024981	0.070941	0.091809	0.03646	0.03677	0.023239	0.070225	0.022801	0.022428	0.032417	0.031584	0.0398	0.035487	0.072745	0.075892	0.058975	0.029316	0.030523	0.027937	0.051499	0.059835	0.061111	0.029015	0.037749	0.028339
Meth__cg01143454__C20orf141	0.066652	0.029496	0.031545	0.089608	0.045641	0.12984	0.087075	0.040895	0.041067	0.14698	0.044435	0.032523	0.048417	0.40971	0.043276	0.082435	0.024153	0.066499	0.036901	0.099003	0.12698	0.048466	0.09199	0.11102	0.067956	0.24896	0.085023	0.059621	0.041952	0.058305	0.57343	0.1355	0.22183	0.05396	0.24796	0.17852
Meth__cg07851243__MXRA7	0.027926	0.021083	0.040951	0.034641	0.022028	0.030076	0.035053	0.031401	0.030216	0.030627	0.026835	0.043892	0.092492	0.020814	0.028602	0.026197	0.019205	0.03579	0.028051	0.044919	0.034079	0.02729	0.046394	0.038709	0.054274	0.076028	0.042261	0.022026	0.059022	0.02872	0.066454	0.26745	0.059594	0.028107	0.044376	0.045249
Meth__cg09882647__C20orf35	0.19529	0.10757	0.76483	0.069343	0.061235	0.40313	0.11823	0.32004	0.14922	0.23111	0.067004	0.081363	0.28668	0.072448	0.10296	0.21147	0.51348	0.17281	0.30076	0.12278	0.051799	0.11476	0.56486	0.072495	0.076051	0.25543	0.06786	0.051347	0.90385	0.45887	0.087695	0.22847	0.030689	0.046467	0.053007	0.10209
Meth__cg21080294__PRPS1	0.49741	0.033071	0.027974	0.040104	0.13472	0.029573	0.047222	0.52505	0.042275	0.028221	0.044969	0.068153	0.0629	0.038502	0.0546	0.21842	0.33679	0.044216	0.039783	0.03179	0.023707	0.041149	0.03827	0.050907	0.18265	0.41296	0.045031	0.050721	0.050278	0.33182	0.033831	0.131	0.11456	0.54799	0.12677	0.031517
Meth__cg08725962__ARL10	0.030856	0.13864	0.98276	0.8059	0.016999	0.03331	0.65495	0.026536	0.022301	0.59165	0.9715	0.058241	0.95709	0.022459	0.02177	0.96412	0.030744	0.026967	0.021589	0.97228	0.98289	0.67336	0.94937	0.62433	0.056076	0.95387	0.15822	0.033762	0.036738	0.39121	0.037606	0.97071	0.82471	0.033371	0.029629	0.025709
Meth__cg10063179__MTNR1A	0.072816	0.060497	0.93182	0.18396	0.11552	0.74793	0.91372	0.073214	0.064126	0.11798	0.077463	0.086346	0.47394	0.031653	0.076206	0.074029	0.049704	0.10976	0.53668	0.051668	0.07225	0.43633	0.85417	0.057275	0.38965	0.59874	0.087629	0.067475	0.19146	0.10483	0.41747	0.92089	0.62566	0.068818	0.17994	0.28424
EA_G__PLTP	5.0073	8.5711	5.2753	5.2791	5.2349	10.3023	5.2284	4.7825	8.4926	4.9001	5.0077	6.7248	4.9769	5.2512	5.1362	5.2193	8.4584	7.8778	7.0504	5.3973	5.4912	5.7376	5.4134	5.2568	5.2596	6.0475	9.1856	5.2902	6.5947	5.3555	5.1643	5.5689	5.832	5.2921	5.1842	5.1372
Meth__cg02713563__TRAPPC6A	0.084003	0.15305	0.40898	0.10359	0.1126	0.075886	0.088276	0.047976	0.089174	0.070006	0.21692	0.11783	0.19347	0.055784	0.069863	0.14749	0.066619	0.073338	0.09605	0.12704	0.079681	0.11294	0.49917	0.3866	0.10152	0.12049	0.16395	0.06395	0.094645	0.36525	0.19439	0.090389	0.22484	0.071342	0.10675	0.10166
Meth__cg06540636__PLAUR	0.049199	0.048546	0.053289	0.14558	0.12499	0.044737	0.096094	0.017259	0.043798	0.065098	0.080068	0.031617	0.048905	0.042489	0.04836	0.046009	0.046367	0.073187	0.037766	0.22657	0.21223	0.10117	0.1077	0.40144	0.079545	0.86893	0.17974	0.04905	0.039455	0.060081	0.8971	0.1857	0.15189	0.067605	0.1558	0.087957
Meth__cg09944147__COL27A1	0.042006	0.030654	0.15427	0.030878	0.02397	0.040414	0.036199	0.041829	0.024641	0.029691	0.027166	0.017138	0.20545	0.017186	0.027529	0.032692	0.022658	0.04581	0.021806	0.25151	0.18251	0.040745	0.044822	0.032234	0.066667	0.21869	0.037414	0.02303	0.040383	0.034424	0.027098	0.35651	0.056138	0.035906	0.032247	0.025104
Meth__cg00772000__NHLRC1	0.58081	0.054578	0.52575	0.16765	0.06551	0.9414	0.24602	0.051304	0.053091	0.076156	0.93929	0.038042	0.19078	0.044917	0.065872	0.067988	0.049809	0.095685	0.5535	0.050944	0.067655	0.062218	0.39402	0.057257	0.068588	0.46188	0.10618	0.050052	0.094645	0.66248	0.10693	0.14605	0.064349	0.054167	0.83004	0.79088
Meth__cg13352495__UNG2	0.038241	0.10524	0.052143	0.13443	0.04498	0.36753	0.045717	0.10298	0.044873	0.061494	0.25296	0.030903	0.27074	0.036668	0.046998	0.29671	0.041917	0.086648	0.044006	0.42229	0.32339	0.058503	0.088863	0.050732	0.052923	0.1511	0.17052	0.03913	0.033127	0.046104	0.054933	0.35946	0.13602	0.04625	0.067786	0.052924
EA_G__STAC	4.6901	5.967	6.944	4.4744	4.4739	8.7517	4.4143	8.7019	5.2245	4.1802	4.3895	6.5323	7.7776	4.7595	4.569	6.183	6.74	6.7671	7.8582	4.503	4.5206	6.7276	7.5021	4.3421	4.3729	4.7293	6.4295	4.531	5.9112	7.5436	4.6565	4.9889	4.5177	4.371	4.5517	4.6534
Meth__cg17925542__IDH2	0.051405	0.03767	0.09939	0.044125	0.034412	0.48989	0.051442	0.10616	0.05074	0.031579	0.074811	0.060327	0.17516	0.039205	0.029297	0.24193	0.083802	0.10188	0.46357	0.030233	0.066522	0.045341	0.65163	0.037749	0.094133	0.10479	0.04765	0.039095	0.25348	0.040781	0.33063	0.028984	0.064945	0.033591	0.029402	0.081668
Meth__cg01653445__BAI2	0.045048	0.04977	0.11115	0.054524	0.049362	0.10711	0.043242	0.041562	0.040475	0.038162	0.090995	0.37094	0.47494	0.029728	0.036472	0.099126	0.075106	0.095353	0.19504	0.04406	0.077159	0.054621	0.47052	0.041934	0.052408	0.11824	0.082661	0.036506	0.086057	0.43086	0.044631	0.035405	0.092047	0.048189	0.041716	0.04589
EA_G__SERPINE1	5.4251	5.8986	5.9074	5.4065	5.5036	5.6132	5.2081	6.988	5.5114	5.1916	5.1886	7.0332	7.2798	5.9422	5.2755	7.7287	5.7854	5.5744	11.9346	5.8429	5.6226	6.3332	10.2428	5.0146	6.1282	5.9937	7.8398	8.1438	5.5569	11.8792	5.5559	6.5275	5.4098	5.4253	5.331	5.4464
Meth__cg16604218__EIF2B3	0.098219	0.10218	0.11066	0.32455	0.26585	0.64461	0.21708	0.06769	0.04796	0.10272	0.056524	0.17647	0.10723	0.057521	0.069423	0.058949	0.036877	0.10038	0.08536	0.19785	0.22202	0.073638	0.69335	0.39848	0.11874	0.29443	0.137	0.030452	0.3537	0.60912	0.26937	0.40622	0.27713	0.57684	0.40321	0.24685
Meth__cg14494596__SCOTIN	0.084681	0.49982	0.09774	0.080387	0.2507	0.33702	0.24586	0.43194	0.070452	0.11319	0.082339	0.19216	0.13419	0.12663	0.076636	0.19953	0.11356	0.20736	0.07517	0.15383	0.11339	0.20206	0.64254	0.11214	0.21475	0.13971	0.62499	0.26258	0.38149	0.1428	0.52215	0.086467	0.072225	0.080341	0.11014	0.16276
Meth__cg18399703__EVA1	0.06938	0.030394	0.044513	0.065406	0.042095	0.156	0.13177	0.060707	0.03645	0.052304	0.040838	0.028012	0.053966	0.043186	0.042128	0.038054	0.056791	0.078098	0.046528	0.036102	0.034088	0.050287	0.50194	0.043153	0.14241	0.11886	0.066466	0.063553	0.047422	0.33044	0.10251	0.080335	0.081975	0.041728	0.04848	0.078775
Meth__cg20979799__RFXDC1	0.054135	0.071539	0.53849	0.070442	0.058505	0.87108	0.091855	0.13902	0.05892	0.080354	0.29348	0.32712	0.61743	0.065185	0.064444	0.46859	0.25247	0.12645	0.31737	0.27054	0.090243	0.10296	0.91991	0.053366	0.19303	0.21305	0.076611	0.080719	0.17186	0.30642	0.054943	0.46478	0.13727	0.066853	0.090965	0.073603
Meth__cg19461644__COL15A1	0.6587	0.087179	0.74486	0.12921	0.089224	0.85744	0.87387	0.29893	0.059756	0.12353	0.67137	0.12955	0.49181	0.35872	0.095735	0.090616	0.089669	0.14266	0.083586	0.87249	0.88091	0.58161	0.83682	0.1539	0.095869	0.85401	0.12228	0.080576	0.16915	0.19874	0.072132	0.84434	0.86129	0.066615	0.68947	0.68799
Meth__cg22315542__MLR1	0.083119	0.17793	0.80018	0.12438	0.12101	0.24624	0.19885	0.1778	0.07639	0.051701	0.19531	0.403	0.18027	0.060431	0.080622	0.082248	0.086285	0.14135	0.12447	0.12989	0.088667	0.080255	0.2717	0.075376	0.14655	0.63347	0.10874	0.1129	0.070808	0.12473	0.40135	0.69838	0.066598	0.068801	0.28303	0.77482
Meth__cg04967538__CXorf42	0.48812	0.039703	0.035261	0.05402	0.035018	0.38563	0.05507	0.49988	0.4299	0.03621	0.033622	0.058288	0.034483	0.052419	0.38697	0.27452	0.47479	0.064237	0.045986	0.047678	0.03314	0.041016	0.082932	0.044671	0.10233	0.33749	0.087356	0.4896	0.05465	0.1115	0.063054	0.18861	0.12267	0.57904	0.27442	0.031448
Meth__cg04481779__IL20RA	0.047772	0.59967	0.86769	0.83159	0.045441	0.72447	0.30617	0.86055	0.42872	0.044924	0.31768	0.20234	0.099597	0.14476	0.29987	0.80557	0.58344	0.24047	0.8754	0.82208	0.60266	0.8317	0.8149	0.040514	0.096527	0.34148	0.56377	0.38095	0.050281	0.837	0.080805	0.6874	0.075503	0.10838	0.055176	0.21684
EA_G__SDC2	7.2099	5.2774	5.2874	6.6995	6.1249	5.2366	6.1891	9.0296	6.5592	10.0049	7.7125	5.1487	4.9227	6.7622	8.355	7.8557	10.219	6.1073	9.8266	5.5128	5.6541	11.0232	8.134	5.3263	6.5136	6.5579	5.3587	6.1784	6.1023	5.6438	7.483	5.2344	7.3972	7.2475	5.6634	6.5775
Meth__cg16158807__WNK2	0.068402	0.17349	0.40387	0.27179	0.54127	0.90984	0.41532	0.12846	0.084419	0.36716	0.1116	0.086778	0.11873	0.090153	0.084157	0.14461	0.070997	0.11374	0.090054	0.19691	0.35419	0.55128	0.81782	0.17332	0.17863	0.30439	0.21016	0.11116	0.08293	0.85271	0.063853	0.25084	0.14813	0.1263	0.18574	0.11263
Meth__cg19082446__SGK3	0.083186	0.062227	0.1391	0.064824	0.042978	0.047084	0.071499	0.044812	0.056672	0.065077	0.068145	0.053733	0.11686	0.059039	0.061473	0.10256	0.066136	0.086306	0.057696	0.094148	0.074819	0.069084	0.15147	0.094404	0.149	0.5261	0.16734	0.080343	0.081361	0.058164	0.047408	0.074989	0.18134	0.082691	0.089711	0.080443
Meth__cg14460735__C1orf71	0.29198	0.11026	0.8292	0.10752	0.29763	0.176	0.24369	0.12651	0.33591	0.21093	0.10523	0.39223	0.16834	0.092685	0.27987	0.13529	0.089624	0.14416	0.275	0.16635	0.14894	0.10697	0.55728	0.17783	0.18035	0.20441	0.23688	0.17728	0.15377	0.16407	0.32733	0.085994	0.18129	0.34189	0.13408	0.32225
Meth__cg01868782__HEY2	0.061461	0.067911	0.45018	0.050385	0.066153	0.23514	0.093441	0.035573	0.066027	0.077489	0.1213	0.14568	0.58605	0.17112	0.062263	0.079465	0.11059	0.10354	0.039071	0.39658	0.26346	0.056517	0.6989	0.059905	0.10419	0.53751	0.12394	0.051003	0.044634	0.11957	0.18468	0.079031	0.12257	0.060783	0.063942	0.060221
Meth__cg03421300__SFN	0.056569	0.17243	0.05075	0.73084	0.70092	0.93658	0.049643	0.027856	0.93891	0.93343	0.93787	0.04737	0.076029	0.036945	0.78265	0.048657	0.87348	0.083192	0.43023	0.051179	0.063101	0.93627	0.078703	0.057689	0.0952	0.10052	0.409	0.75603	0.022778	0.030144	0.031924	0.031509	0.17641	0.11395	0.048947	0.04539
Meth__cg06200697__CTNND1	0.029951	0.030869	0.088319	0.12372	0.87784	0.15535	0.26357	0.43659	0.47548	0.91197	0.78646	0.52499	0.12291	0.10813	0.46102	0.084202	0.48132	0.50275	0.19154	0.082756	0.062608	0.032651	0.23964	0.057964	0.38849	0.047517	0.050882	0.037448	0.18725	0.046831	0.84455	0.29307	0.60088	0.083152	0.22491	0.69592
Meth__cg01013324__EFNB3	0.23622	0.015208	0.049879	0.30436	0.06873	0.77835	0.40319	0.046516	0.042663	0.029246	0.77807	0.2792	0.24847	0.095279	0.17195	0.099037	0.52135	0.32716	0.19053	0.037527	0.024441	0.05419	0.97443	0.69956	0.048151	0.45722	0.063888	0.026271	0.37379	0.069783	0.79461	0.61239	0.053208	0.049223	0.60016	0.064227
Meth__cg25807810__DKFZp434N062	0.04136	0.42248	0.045407	0.051939	0.040243	0.038839	0.036848	0.022955	0.034304	0.085366	0.032572	0.025494	0.065558	0.060387	0.055634	0.031193	0.028536	0.08247	0.030775	0.41356	0.28502	0.03946	0.11706	0.041409	0.058845	0.09256	0.35228	0.035365	0.049974	0.025695	0.17572	0.031902	0.05638	0.041314	0.033696	0.29407
Meth__cg27201297__CTDSPL	0.11252	0.11373	0.27068	0.16234	0.12228	0.075806	0.123	0.11864	0.20209	0.13793	0.14371	0.14431	0.55275	0.13234	0.10462	0.10716	0.088521	0.19966	0.14198	0.71762	0.77006	0.63707	0.14646	0.16477	0.21449	0.20514	0.24261	0.09645	0.12396	0.12462	0.086471	0.1355	0.15948	0.11526	0.16002	0.23137
Meth__cg10791260__TNFSF15	0.063499	0.047533	0.096825	0.15591	0.16778	0.79699	0.12137	0.048539	0.064008	0.10244	0.068652	0.090707	0.13126	0.059254	0.06082	0.078524	0.50453	0.073248	0.31012	0.53554	0.36587	0.51436	0.23391	0.052663	0.095217	0.32487	0.087398	0.074021	0.05697	0.09523	0.029384	0.045672	0.070673	0.083844	0.07551	0.18477
Meth__cg25714610__FAM3A	0.51103	0.028242	0.044244	0.04454	0.42567	0.028866	0.042064	0.41045	0.029286	0.54132	0.032282	0.031669	0.046514	0.017091	0.036544	0.33893	0.43008	0.10526	0.031804	0.026648	0.040521	0.02682	0.078941	0.035214	0.089437	0.25158	0.057009	0.40951	0.021488	0.41894	0.023199	0.31019	0.064279	0.57711	0.29673	0.035787
EA_G__SYCP2	7.275	5.8983	4.4894	6.4484	7.8828	2.9936	6.9637	8.0918	3.8402	7.9569	7.1003	5.943	6.7598	7.9079	3.9092	3.2976	7.3214	7.2432	2.5679	6.2527	6.8523	5.076	2.5324	5.136	7.891	7.1419	4.9946	6.3317	4.3206	2.547	8.7546	7.9788	7.4247	9.02	5.1181	4.4648
Meth__cg04944936__CXorf17	0.63171	0.070586	0.06134	0.058511	0.48188	0.043086	0.086623	0.062943	0.30137	0.73501	0.052215	0.23656	0.46338	0.50294	0.24766	0.71035	0.045081	0.46469	0.038917	0.042696	0.048784	0.49388	0.057942	0.54383	0.52121	0.5983	0.5219	0.58007	0.038287	0.4062	0.044465	0.040074	0.10829	0.5417	0.44659	0.046341
Meth__cg06953995__PALM2-AKAP2	0.03849	0.042196	0.052538	0.43125	0.061552	0.03193	0.53555	0.020859	0.035055	0.04219	0.031588	0.062429	0.083712	0.16649	0.044139	0.047681	0.031808	0.059098	0.032092	0.34067	0.27469	0.0483	0.056929	0.049773	0.051387	0.61766	0.10278	0.035915	0.031697	0.032017	0.11345	0.13207	0.064151	0.053695	0.039254	0.04307
Meth__cg16315923__KIAA0195	0.057109	0.040037	0.074405	0.057765	0.042542	0.060448	0.05441	0.058369	0.048203	0.058118	0.058684	0.036604	0.083633	0.061894	0.052356	0.062591	0.042686	0.090686	0.041579	0.061178	0.060986	0.1643	0.37777	0.061235	0.078602	0.082287	0.073835	0.050019	0.046375	0.048099	0.042537	0.050285	0.064453	0.058687	0.053957	0.062067
EA_G__TMEM62	7.949	8.9841	7.4582	8.7357	7.7995	6.6914	8.7591	6.6112	6.9449	7.04	6.0806	6.9773	6.5984	7.8723	6.7557	7.3482	5.8364	7.4666	6.7297	6.3817	6.9338	6.3979	7.0368	8.9357	9.5611	8.2279	7.9178	5.5354	6.7559	7.2789	7.9863	7.5937	7.7068	7.1573	9.6225	8.3443
