Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg05449607__C6orf51	0.072853	0.61695	0.3499	0.31821	0.11803	0.06016	0.107	0.059633	0.16328	0.14952	0.40949	0.14816	0.18645	0.13134	0.076008	0.061608	0.11046	0.058078	0.11269	0.11321	0.28739	0.079266	0.30216	0.088429	0.16366	0.52373	0.047437	0.055777	0.081676	0.23305	0.062078	0.62034	0.11084	0.10081	0.079953	0.21605
Meth__cg21008828__TNK2	0.043356	0.047011	0.05558	0.028024	0.052446	0.86446	0.036544	0.027314	0.04717	0.030056	0.09977	0.31954	0.43672	0.057457	0.20027	0.040599	0.11402	0.88348	0.048527	0.041382	0.91253	0.081193	0.053028	0.084981	0.051969	0.089224	0.9014	0.17314	0.61866	0.042944	0.055454	0.028645	0.040547	0.046707	0.10201	0.13607
Meth__cg06363801__MOSPD1	0.54331	0.034886	0.061426	0.040714	0.028665	0.028689	0.037942	0.38019	0.027469	0.55748	0.035053	0.029485	0.18797	0.035913	0.36275	0.2535	0.12209	0.028248	0.034271	0.034678	0.036476	0.052323	0.043342	0.54442	0.37772	0.034575	0.59002	0.031032	0.50046	0.034002	0.032426	0.1872	0.08039	0.46946	0.39351	0.035913
Meth__cg15134628__MAPK12	0.092935	0.26078	0.074111	0.075926	0.18331	0.047721	0.067444	0.16453	0.048253	0.063685	0.065937	0.16213	0.79897	0.069098	0.93067	0.092073	0.13954	0.039485	0.38843	0.65937	0.51104	0.11521	0.071042	0.10322	0.20457	0.28467	0.0623	0.042557	0.046279	0.08023	0.064602	0.045148	0.13573	0.06581	0.05025	0.081243
Meth__cg09163317__GALGT	0.057947	0.040812	0.39558	0.066547	0.045319	0.040398	0.050137	0.041103	0.048877	0.056367	0.070635	0.087638	0.31548	0.068937	0.052479	0.036509	0.11765	0.053397	0.030596	0.050161	0.063408	0.092063	0.046736	0.15551	0.11511	0.056509	0.058628	0.05446	0.064686	0.059967	0.044878	0.10858	0.06362	0.042384	0.047971	0.054456
Meth__cg10266188__TXLNA	0.04761	0.082286	0.097312	0.083199	0.066299	0.13035	0.056483	0.72566	0.055712	0.080783	0.073905	0.054524	0.09497	0.092946	0.044714	0.061162	0.14812	0.045734	0.059011	0.069685	0.1454	0.17618	0.069527	0.065581	0.074622	0.086134	0.045113	0.044955	0.056912	0.054299	0.046725	0.04027	0.14774	0.055167	0.04551	0.043116
Meth__cg07525077__RNASE3	0.25831	0.071873	0.62986	0.82477	0.49857	0.12416	0.19661	0.82432	0.81576	0.23729	0.53235	0.34012	0.27284	0.63985	0.17081	0.14559	0.13533	0.14781	0.37266	0.1418	0.10877	0.11444	0.29505	0.12889	0.26944	0.12609	0.1002	0.10842	0.10534	0.88631	0.075937	0.07377	0.20824	0.09771	0.37215	0.1718
Meth__cg01062029__ROR2	0.099696	0.049869	0.8986	0.9046	0.81198	0.87369	0.45367	0.19604	0.067585	0.84831	0.76419	0.58383	0.86382	0.092974	0.53794	0.45332	0.13059	0.52004	0.77297	0.81856	0.15586	0.8088	0.05922	0.048778	0.12965	0.07186	0.090808	0.036074	0.060439	0.61582	0.13205	0.29668	0.12344	0.82445	0.49891	0.39369
Meth__cg07230446__TNRC15	0.047201	0.061416	0.0696	0.12762	0.20302	0.067648	0.10398	0.062827	0.080791	0.10605	0.065719	0.17769	0.11655	0.077006	0.066385	0.04613	0.13266	0.059615	0.14299	0.1087	0.063704	0.14305	0.13567	0.067601	0.16667	0.09745	0.05138	0.075095	0.074124	0.26313	0.10999	0.067218	0.52037	0.1183	0.11375	0.14087
Meth__cg08446111__ABCC11	0.17423	0.14122	0.48959	0.14019	0.82967	0.30121	0.088571	0.14947	0.70917	0.62036	0.15445	0.72742	0.13815	0.70668	0.20057	0.084633	0.24923	0.26256	0.43489	0.36215	0.80811	0.48439	0.42903	0.16557	0.104	0.1707	0.072613	0.28924	0.1001	0.055969	0.047033	0.077438	0.3552	0.1232	0.12077	0.54028
Meth__cg19104072__B3GNT6	0.040641	0.039775	0.061881	0.046702	0.021737	0.64036	0.043097	0.055876	0.10372	0.036415	0.081569	0.029844	0.051255	0.10504	0.03937	0.034995	0.052755	0.025489	0.022131	0.057984	0.070274	0.75813	0.050226	0.065678	0.059721	0.040948	0.029692	0.026233	0.022497	0.030297	0.026886	0.023951	0.0534	0.036231	0.02638	0.030384
Meth__cg10335112__ODF3	0.39787	0.043881	0.28784	0.4419	0.18936	0.21188	0.17154	0.55463	0.052566	0.23228	0.4224	0.48979	0.36181	0.047791	0.18969	0.19705	0.070907	0.036943	0.25793	0.38332	0.080958	0.22212	0.25002	0.062055	0.46258	0.12792	0.18691	0.057469	0.04646	0.2658	0.032254	0.11851	0.071511	0.48996	0.12246	0.098633
Meth__cg17552650__WDR45	0.57964	0.037567	0.043617	0.060576	0.30733	0.027269	0.042691	0.064876	0.081314	0.021426	0.041499	0.16306	0.31665	0.089289	0.53849	0.038991	0.27853	0.054592	0.027283	0.03958	0.028846	0.046541	0.46074	0.2186	0.40185	0.42632	0.53104	0.033174	0.45424	0.045288	0.039626	0.059074	0.13768	0.4324	0.119	0.033292
Meth__cg01072821__UNQ9391	0.45114	0.037627	0.085406	0.057255	0.036846	0.028713	0.049521	0.74107	0.84816	0.05224	0.5627	0.19736	0.1317	0.69451	0.078212	0.10382	0.10046	0.02522	0.21995	0.44339	0.050599	0.21163	0.055201	0.048427	0.069619	0.052971	0.033697	0.033735	0.026408	0.036548	0.069136	0.048738	0.10531	0.61233	0.19734	0.2312
Meth__cg22851319__PLCG1	0.069034	0.06633	0.59931	0.11144	0.30501	0.45202	0.17255	0.092073	0.24896	0.66534	0.088977	0.22587	0.41284	0.2883	0.10851	0.092068	0.13471	0.064401	0.53245	0.42388	0.10078	0.3612	0.40347	0.095483	0.10333	0.17237	0.059934	0.052932	0.21407	0.26197	0.20645	0.4431	0.33037	0.10521	0.090909	0.095734
Meth__cg04925864__FAM65A	0.018517	0.025853	0.82429	0.22859	0.018856	0.58082	0.16837	0.79408	0.90217	0.26551	0.36228	0.96547	0.93747	0.67479	0.98704	0.3132	0.4199	0.041338	0.52541	0.27541	0.344	0.26477	0.077762	0.024482	0.93092	0.08283	0.011331	0.087687	0.75272	0.59302	0.21376	0.010581	0.062417	0.058798	0.021011	0.019706
Meth__cg08886154__PAX4	0.25087	0.036169	0.38819	0.459	0.095557	0.074402	0.17057	0.61175	0.38547	0.20327	0.3205	0.50191	0.3387	0.34966	0.096521	0.31146	0.10446	0.048803	0.11396	0.15511	0.088255	0.28678	0.16629	0.08257	0.17976	0.055669	0.078983	0.090213	0.051443	0.47775	0.04878	0.1881	0.26217	0.14974	0.093719	0.14237
Meth__cg00728602__C6orf27	0.041176	0.021055	0.044038	0.50642	0.042292	0.46772	0.052567	0.032551	0.017423	0.31027	0.28674	0.028969	0.057646	0.027004	0.044103	0.019905	0.03172	0.020783	0.10466	0.064861	0.090871	0.067717	0.63547	0.097423	0.74781	0.077064	0.016863	0.02022	0.029141	0.25084	0.037497	0.01598	0.061995	0.028333	0.56321	0.044319
Meth__cg13658777__PDHA1	0.54705	0.061812	0.11545	0.072585	0.078825	0.070779	0.12195	0.15146	0.10421	0.092339	0.096065	0.50459	0.41875	0.10838	0.062749	0.11196	0.46036	0.056318	0.069168	0.075484	0.23708	0.13359	0.43502	0.12114	0.40845	0.12583	0.59579	0.11699	0.35058	0.4519	0.061362	0.12834	0.20898	0.45468	0.31021	0.068335
Meth__cg17565490__CENPB	0.053693	0.29094	0.063236	0.052846	0.028378	0.038569	0.055262	0.050773	0.63665	0.074527	0.054994	0.062646	0.052527	0.54452	0.044368	0.054825	0.064352	0.03331	0.02968	0.064008	0.0704	0.50769	0.05422	0.080971	0.10639	0.072752	0.041671	0.03477	0.033988	0.035934	0.034597	0.034452	0.11046	0.080547	0.047176	0.051304
Meth__cg19928247__TCEAL1	0.45005	0.065553	0.083466	0.091985	0.32184	0.045969	0.06708	0.10611	0.044797	0.04636	0.059914	0.10766	0.27256	0.053528	0.38155	0.45757	0.13134	0.066457	0.048152	0.052198	0.18797	0.089212	0.076862	0.32478	0.36302	0.11415	0.060425	0.085699	0.4089	0.073748	0.04081	0.15203	0.15985	0.54386	0.33211	0.05489
Meth__cg17001703__LAS1L	0.55128	0.046582	0.049181	0.034434	0.3046	0.037919	0.04099	0.45872	0.2931	0.036656	0.030736	0.038611	0.31781	0.29227	0.5066	0.43665	0.25219	0.025908	0.030786	0.042169	0.035723	0.080927	0.045148	0.35042	0.40407	0.11077	0.48577	0.031148	0.49391	0.037917	0.029165	0.51082	0.067554	0.11023	0.39452	0.034261
Meth__cg18840461__ANKRD43	0.2675	0.054667	0.46991	0.049751	0.038971	0.14867	0.033957	0.036048	0.042246	0.040556	0.036485	0.025678	0.13008	0.036578	0.045262	0.037158	0.10195	0.07916	0.061588	0.10295	0.094089	0.59381	0.047291	0.08253	0.13715	0.1214	0.047236	0.046773	0.096693	0.070845	0.040761	0.37966	0.059021	0.039756	0.046669	0.046529
Meth__cg25013852__PGM1	0.033798	0.16499	0.038659	0.20266	0.20737	0.034664	0.62792	0.033455	0.038614	0.089124	0.037773	0.027004	0.055789	0.035654	0.042673	0.043044	0.068571	0.030089	0.03658	0.043961	0.035194	0.12392	0.054929	0.062301	0.065602	0.072822	0.025293	0.035945	0.030531	0.68722	0.045869	0.036455	0.1284	0.042625	0.045959	0.055846
U133A__WSB1	6.239	8.2551	6.1276	7.3675	7.0195	6.8786	5.492	5.8212	7.4104	5.3262	5.914	5.8728	6.6474	6.0542	6.0579	7.2149	6.6716	5.7828	5.4442	7.4005	7.1279	6.9566	6.9722	6.3978	6.2506	6.6178	5.9927	5.4897	5.5857	7.1261	8.1811	5.8337	6.0556	8.813	6.2851	6.3934
Meth__cg20931907__LOC340602	0.47844	0.17287	0.78384	0.91524	0.52281	0.2503	0.927	0.96729	0.56024	0.37128	0.87518	0.80924	0.093101	0.41487	0.32491	0.87743	0.084626	0.03864	0.65959	0.46881	0.06594	0.08117	0.17426	0.03031	0.79872	0.085845	0.64467	0.041988	0.018789	0.95779	0.036182	0.94606	0.073337	0.78237	0.34536	0.52764
Meth__cg10847798__LAMC1	0.055156	0.17592	0.061638	0.087838	0.3311	0.050219	0.20755	0.060083	0.29767	0.43806	0.049631	0.0703	0.080132	0.27896	0.055701	0.05146	0.11045	0.046755	0.13992	0.15945	0.064408	0.084975	0.076886	0.062243	0.090085	0.10805	0.081304	0.057039	0.050424	0.073989	0.48352	0.039147	0.17468	0.24696	0.4537	0.36844
Meth__cg04716261__ARPM2	0.080686	0.049545	0.5035	0.5916	0.082085	0.096335	0.087171	0.10167	0.053174	0.075272	0.17342	0.40147	0.11837	0.051572	0.074735	0.12477	0.090705	0.05668	0.26577	0.31016	0.48953	0.12597	0.15016	0.10867	0.13563	0.06447	0.087048	0.05548	0.052443	0.048054	0.052252	0.036101	0.087794	0.21668	0.083987	0.10382
Meth__cg09191327__PRDM12	0.1416	0.046303	0.85649	0.62673	0.082976	0.67414	0.11369	0.20272	0.04946	0.32927	0.82771	0.39084	0.51098	0.060394	0.16305	0.058569	0.11473	0.041306	0.60734	0.90097	0.87944	0.73776	0.5809	0.093382	0.59328	0.053923	0.047043	0.056763	0.060515	0.050534	0.038366	0.19945	0.19609	0.60013	0.49012	0.51112
Meth__cg11378686__ZNF318	0.22962	0.68681	0.83235	0.4956	0.42451	0.43086	0.40158	0.083969	0.52547	0.35266	0.037017	0.761	0.52044	0.43904	0.54251	0.053798	0.57077	0.049652	0.23742	0.11608	0.20574	0.14825	0.17593	0.083347	0.33563	0.73674	0.045788	0.047918	0.060734	0.18673	0.57186	0.32172	0.093169	0.37321	0.26407	0.43322
Meth__cg07933199__C3orf59	0.057703	0.062416	0.072212	0.069348	0.028812	0.038956	0.057813	0.64513	0.042263	0.049413	0.074996	0.069719	0.072134	0.047515	0.043214	0.045015	0.089359	0.028614	0.035083	0.076589	0.044738	0.076565	0.066927	0.058105	0.097433	0.090682	0.033499	0.03127	0.027821	0.033865	0.034234	0.033062	0.085055	0.039198	0.040099	0.045393
Meth__cg10052840__SEMA6B	0.017892	0.020033	0.23987	0.027887	0.64146	0.22626	0.038318	0.27053	0.045339	0.021061	0.017134	0.082514	0.052089	0.032141	0.019464	0.054314	0.049743	0.012337	0.024883	0.15123	0.24682	0.070899	0.018312	0.027271	0.18752	0.037185	0.014935	0.015347	0.21365	0.026366	0.024535	0.019647	0.038428	0.85316	0.029022	0.028253
Meth__cg12315311__UNQ3033	0.30843	0.057364	0.81082	0.25577	0.34328	0.17965	0.10387	0.096205	0.041389	0.34729	0.29326	0.33085	0.073971	0.037632	0.13988	0.066726	0.095517	0.058333	0.39869	0.4246	0.093634	0.099672	0.091027	0.068369	0.31528	0.12292	0.074312	0.050023	0.11925	0.050161	0.043395	0.098762	0.2141	0.78133	0.088015	0.33322
Meth__cg14036856__MGC52423	0.041796	0.099371	0.4508	0.25588	0.15886	0.85207	0.090624	0.22867	0.45059	0.089608	0.76927	0.48998	0.39321	0.42769	0.26606	0.88288	0.13712	0.047299	0.15984	0.068735	0.87226	0.53431	0.068404	0.092157	0.098195	0.16975	0.07458	0.10167	0.35108	0.059236	0.067516	0.049247	0.20811	0.066629	0.077005	0.071
Meth__cg07581973__PRDX4	0.66272	0.024045	0.027825	0.023573	0.26951	0.01681	0.021143	0.023671	0.017122	0.59308	0.018092	0.80086	0.70516	0.021798	0.016369	0.021456	0.52644	0.73399	0.01057	0.025727	0.025295	0.04235	0.63595	0.65706	0.51515	0.087014	0.66955	0.016415	0.7225	0.71746	0.017464	0.0084535	0.060676	0.65309	0.54434	0.022853
Meth__cg04710918__GSS	0.033972	0.19198	0.13884	0.14334	0.10458	0.16687	0.11541	0.2573	0.14353	0.085069	0.037694	0.42311	0.48934	0.14554	0.23752	0.039883	0.065381	0.03377	0.15532	0.098498	0.10248	0.13702	0.15297	0.11035	0.091725	0.12029	0.033066	0.040781	0.087645	0.10857	0.13069	0.44822	0.087089	0.14583	0.041616	0.064498
Meth__cg14021073__BRSK2	0.096737	0.61017	0.92385	0.9335	0.59488	0.37108	0.90616	0.61251	0.072364	0.92864	0.044162	0.52498	0.85961	0.066243	0.13385	0.051332	0.12608	0.058472	0.89166	0.90791	0.62938	0.86312	0.88822	0.13709	0.83624	0.49319	0.041057	0.085802	0.56255	0.25713	0.070748	0.84458	0.78988	0.64554	0.33635	0.3491
Meth__cg21935083__RAD50	0.095773	0.13287	0.14342	0.47921	0.25744	0.322	0.091299	0.31104	0.57495	0.22373	0.097786	0.37391	0.72344	0.63493	0.10387	0.093076	0.17711	0.095626	0.22002	0.23928	0.53653	0.59348	0.22388	0.083751	0.19164	0.16622	0.040612	0.067621	0.30345	0.85178	0.16784	0.25875	0.44068	0.62966	0.12169	0.11833
Meth__cg21697779__FUNDC2	0.5122	0.050146	0.09382	0.073744	0.076803	0.050634	0.1045	0.39774	0.058731	0.060922	0.066905	0.049746	0.12821	0.06733	0.093105	0.41148	0.20371	0.052814	0.041327	0.076644	0.069912	0.21031	0.073568	0.1235	0.19957	0.093052	0.50334	0.05292	0.1326	0.043485	0.051246	0.25478	0.16641	0.51236	0.11595	0.070758
Meth__cg25054311__SLC26A2	0.042053	0.74288	0.16145	0.97231	0.56312	0.036032	0.84929	0.062359	0.084518	0.061368	0.034661	0.33269	0.96486	0.31628	0.059418	0.035215	0.079633	0.029563	0.65919	0.40484	0.06183	0.53376	0.78172	0.042804	0.59607	0.49398	0.036988	0.0502	0.033247	0.74079	0.55605	0.16595	0.0653	0.22853	0.63391	0.85484
Meth__cg03343942__SLC39A5	0.051534	0.029206	0.70315	0.51285	0.17126	0.65375	0.22165	0.78413	0.28636	0.23037	0.57483	0.68571	0.52439	0.22115	0.21653	0.59271	0.16633	0.022783	0.50372	0.36777	0.55255	0.26681	0.30595	0.039166	0.23621	0.06852	0.49159	0.12508	0.035387	0.1705	0.032578	0.2884	0.10522	0.35785	0.23502	0.11707
Meth__cg22442090__GIMAP5	0.32054	0.086694	0.22411	0.6104	0.64927	0.093771	0.095958	0.20329	0.84686	0.098459	0.78819	0.44933	0.25349	0.61121	0.47275	0.55973	0.08075	0.10418	0.305	0.50717	0.11947	0.19006	0.17904	0.14224	0.1093	0.14529	0.052638	0.12786	0.11482	0.70737	0.07791	0.14094	0.17509	0.31436	0.20515	0.27513
Meth__cg26335299__C16orf48	0.084009	0.74282	0.11412	0.79595	0.060264	0.094062	0.072941	0.16602	0.58463	0.13769	0.93805	0.086667	0.46573	0.49578	0.46324	0.050823	0.085735	0.064502	0.66935	0.39971	0.065613	0.07451	0.086952	0.064635	0.080846	0.23953	0.070551	0.13412	0.065244	0.040946	0.071649	0.049401	0.097558	0.057035	0.071497	0.081984
U133A__DHX40	7.0381	5.7867	6.4315	8.6347	7.5986	5.919	5.9241	6.2316	6.2846	7.014	5.6478	6.2943	5.4408	6.003	6.5949	7.426	6.0468	5.1125	7.2359	8.2093	6.8654	6.4999	8.5027	4.9426	6.9965	5.1172	6.5324	3.9736	5.98	5.644	6.7685	6.3122	6.9005	7.842	7.2802	7.0766
Meth__cg00419564__S100A6	0.04492	0.5113	0.08289	0.080963	0.20871	0.58613	0.066202	0.071459	0.92205	0.65521	0.17574	0.064917	0.58331	0.69017	0.12709	0.048364	0.17592	0.049893	0.74888	0.54231	0.068657	0.082412	0.053672	0.11069	0.39203	0.16775	0.069532	0.059571	0.057208	0.51427	0.037158	0.041721	0.060747	0.30684	0.14581	0.14331
Meth__cg19764407__CDKN2B	0.064621	0.048487	0.3241	0.086972	0.049597	0.055226	0.057417	0.045894	0.041258	0.047717	0.040945	0.046558	0.11352	0.04589	0.042151	0.28455	0.11485	0.05587	0.05026	0.073166	0.050618	0.42566	0.093451	0.12123	0.11676	0.075169	0.23922	0.21578	0.11861	0.059073	0.0487	0.0421	0.08148	0.055522	0.059308	0.048692
Meth__cg15746620__EMR3	0.11815	0.083875	0.14927	0.6386	0.4658	0.064548	0.6275	0.20718	0.057713	0.48686	0.18606	0.11956	0.26412	0.064658	0.19728	0.35845	0.10536	0.082281	0.41653	0.62254	0.14376	0.093798	0.11849	0.16606	0.33088	0.14035	0.049468	0.060765	0.10622	0.52257	0.076509	0.31525	0.1335	0.81972	0.17602	0.37103
U133A__ANK3	6.4478	7.308	5.8183	7.5215	7.0276	2.7342	6.8733	7.1104	5.6934	7.8747	7.0227	6.4182	4.6788	7.3358	6.7191	6.6335	6.6594	2.6483	5.8109	6.8444	3.2294	3.5943	7.386	7.623	5.2949	7.0939	2.7388	3.1715	5.8833	9.1143	7.5673	5.702	6.1148	6.4416	6.837	6.6091
Meth__cg07326586__UBD	0.17996	0.074633	0.18507	0.14026	0.087672	0.05123	0.059959	0.71991	0.33944	0.074267	0.46693	0.15567	0.13801	0.27168	0.32236	0.60615	0.12331	0.081768	0.074423	0.11704	0.29204	0.12486	0.0903	0.056315	0.089664	0.22907	0.03236	0.068824	0.10373	0.41022	0.071141	0.069585	0.089237	0.1329	0.14604	0.15348
Meth__cg15977272__EFNB1	0.64255	0.095643	0.068074	0.054832	0.4532	0.051197	0.066995	0.053418	0.4842	0.056394	0.057803	0.053889	0.075259	0.43584	0.085162	0.30261	0.46283	0.057172	0.049753	0.054902	0.37196	0.074135	0.060833	0.56905	0.62572	0.66863	0.62991	0.039375	0.5958	0.054074	0.039476	0.49777	0.20416	0.54533	0.23917	0.048194
Meth__cg01087382__MAP3K7	0.055638	0.054299	0.058367	0.050319	0.064901	0.05128	0.09419	0.080647	0.067692	0.086431	0.061293	0.067835	0.09694	0.078689	0.068454	0.069648	0.20905	0.14891	0.060386	0.048687	0.06431	0.1497	0.05104	0.20154	0.14959	0.08024	0.10765	0.059636	0.54703	0.063325	0.051708	0.061862	0.10586	0.064513	0.069873	0.076056
Meth__cg02335441__ASTE1	0.039021	0.082273	0.049459	0.083477	0.02859	0.096036	0.052043	0.077513	0.039065	0.039039	0.2244	0.08268	0.075498	0.043691	0.042493	0.074571	0.10568	0.025562	0.042755	0.032087	0.048775	0.16723	0.062817	0.045132	0.08956	0.11063	0.034839	0.032262	0.033135	0.25411	0.027458	0.045994	0.054353	0.035115	0.045045	0.052457
Meth__cg05368341__SYT6	0.79814	0.022642	0.9656	0.20845	0.72944	0.86968	0.67266	0.6689	0.028894	0.042782	0.95141	0.90911	0.70965	0.2834	0.059179	0.067418	0.058789	0.030863	0.58044	0.58842	0.064623	0.66216	0.74312	0.056169	0.9145	0.092273	0.028532	0.032918	0.062222	0.95964	0.029653	0.54873	0.4523	0.88991	0.23627	0.14639
Meth__cg03575468__PDHA1	0.11653	0.030362	0.078096	0.04951	0.059748	0.038872	0.058698	0.059639	0.052316	0.075446	0.05333	0.089867	0.19478	0.06487	0.050061	0.071515	0.11172	0.14271	0.059448	0.062565	0.071162	0.25024	0.28383	0.2052	0.30049	0.097738	0.3232	0.059324	0.12585	0.056562	0.037667	0.043777	0.13733	0.28469	0.084481	0.055152
U133A__ERBB2	9.3202	12.1579	7.8098	12.0098	9.58	7.0802	8.4009	8.7493	7.9295	7.6523	11.8139	7.8108	11.5446	9.3757	8.9136	8.1445	7.98	6.6782	7.0358	8.5128	7.0918	6.6117	11.035	7.8448	10.215	11.611	6.9193	6.6093	7.3643	8.4025	13.0449	7.652	8.3078	12.1946	9.1095	8.3688
Meth__cg01851385__CLCN4	0.38495	0.083991	0.1556	0.085001	0.089088	0.15873	0.14376	0.56482	0.24625	0.11858	0.11858	0.28264	0.13463	0.19848	0.45372	0.083712	0.24138	0.12816	0.11909	0.12598	0.39723	0.19694	0.094779	0.14323	0.24821	0.16441	0.4461	0.15115	0.72041	0.11047	0.12975	0.76486	0.267	0.083582	0.13959	0.13544
Meth__cg26029902__RAB22A	0.1036	0.10546	0.91972	0.90512	0.90755	0.1061	0.90643	0.89697	0.097969	0.90052	0.75565	0.74412	0.88312	0.1154	0.10469	0.91062	0.84888	0.098234	0.51652	0.41309	0.12182	0.12072	0.8695	0.15078	0.84095	0.1544	0.11048	0.11473	0.10476	0.89137	0.45172	0.10636	0.82724	0.46042	0.87725	0.72721
Meth__cg10995380__TGFB1I1	0.078329	0.071068	0.62091	0.11611	0.18946	0.26531	0.56675	0.671	0.13663	0.083915	0.096771	0.39132	0.92751	0.081529	0.81328	0.086509	0.11502	0.066738	0.59345	0.44357	0.14042	0.14501	0.14373	0.075651	0.7769	0.10542	0.055965	0.05531	0.0739	0.16484	0.0591	0.21227	0.23889	0.085988	0.26861	0.090638
Meth__cg26803566__SGPP1	0.046025	0.041542	0.068353	0.11419	0.11042	0.15575	0.15105	0.38267	0.47211	0.10898	0.076634	0.22436	0.063582	0.081247	0.088436	0.041768	0.2239	0.063811	0.10493	0.075041	0.1458	0.13108	0.05841	0.13648	0.14901	0.10578	0.047287	0.041449	0.03159	0.30908	0.03064	0.065836	0.12871	0.037264	0.05536	0.063159
Meth__cg08578641__DNAI1	0.066667	0.78667	0.82294	0.41375	0.39184	0.096504	0.9083	0.94813	0.92661	0.085099	0.041338	0.68698	0.30984	0.60966	0.19897	0.047634	0.12706	0.043075	0.26494	0.16153	0.064868	0.070178	0.045331	0.11979	0.87333	0.34881	0.9037	0.039654	0.043371	0.041543	0.52873	0.043851	0.14312	0.07942	0.059715	0.059129
Meth__cg06495347__SUOX	0.080969	0.080085	0.094323	0.1098	0.072447	0.085975	0.19292	0.52729	0.11023	0.099373	0.11631	0.21152	0.14849	0.13042	0.11606	0.090799	0.15244	0.060927	0.091163	0.082641	0.45889	0.25202	0.10514	0.13518	0.10742	0.1287	0.077088	0.083083	0.070551	0.079173	0.071667	0.07045	0.23506	0.079512	0.079777	0.085659
Meth__cg18294257__SEC14L3	0.03484	0.017329	0.14826	0.60894	0.20212	0.02827	0.043394	0.39618	0.040652	0.035403	0.12446	0.81475	0.16975	0.030321	0.081782	0.047993	0.093863	0.016935	0.19921	0.11077	0.03635	0.056557	0.040917	0.030803	0.055794	0.029602	0.021482	0.032206	0.010945	0.14905	0.020703	0.047182	0.049708	0.37924	0.052147	0.042684
Meth__cg13733733__LILRA3	0.44166	0.086809	0.82142	0.62473	0.15847	0.38345	0.15599	0.82919	0.059313	0.36677	0.72235	0.58258	0.42836	0.078657	0.57432	0.40417	0.09125	0.056174	0.6171	0.67299	0.15724	0.13165	0.095363	0.10737	0.25767	0.10675	0.071553	0.083805	0.068766	0.51643	0.064733	0.39908	0.22434	0.50273	0.25434	0.21302
Meth__cg04384208__FCGR3A	0.27601	0.036336	0.13508	0.42684	0.59134	0.067887	0.12286	0.82673	0.42987	0.10369	0.56283	0.61132	0.40708	0.30864	0.30093	0.61151	0.10917	0.028824	0.1094	0.15634	0.07839	0.11288	0.12275	0.041477	0.071902	0.082844	0.17264	0.049561	0.046888	0.16552	0.044741	0.057503	0.10079	0.42296	0.30001	0.31545
Meth__cg11565248__RPS6KA3	0.52333	0.059523	0.053685	0.077648	0.2153	0.025604	0.056253	0.030186	0.023487	0.083811	0.05273	0.42235	0.4507	0.029827	0.024589	0.02602	0.25814	0.51615	0.021986	0.038924	0.31585	0.087549	0.45383	0.35763	0.68629	0.4211	0.51384	0.023891	0.50042	0.52048	0.027715	0.030005	0.16776	0.4552	0.36121	0.054287
Meth__cg01472101__CLEC10A	0.17285	0.047233	0.57674	0.65068	0.69098	0.061307	0.2611	0.71226	0.053209	0.3716	0.30584	0.41434	0.50824	0.048895	0.20037	0.54568	0.097314	0.041674	0.53987	0.48621	0.53133	0.083321	0.15966	0.08407	0.16817	0.12245	0.050754	0.053935	0.11733	0.33378	0.062183	0.3652	0.15275	0.87096	0.27344	0.21949
Meth__cg14106308__VEPH1	0.061824	0.065457	0.061062	0.058663	0.04718	0.74006	0.072702	0.056818	0.076747	0.061267	0.043381	0.054619	0.11765	0.075559	0.047875	0.05251	0.19318	0.91641	0.048847	0.045283	0.12974	0.10675	0.063835	0.066592	0.11284	0.09731	0.32904	0.049154	0.51594	0.077719	0.052735	0.070133	0.1633	0.07505	0.064521	0.059159
Meth__cg18755783__SPG20	0.38031	0.98212	0.97964	0.97086	0.97545	0.014863	0.89007	0.03377	0.018585	0.96614	0.024881	0.89746	0.96481	0.19745	0.97701	0.027978	0.27744	0.019976	0.98059	0.9803	0.029122	0.054937	0.97187	0.5683	0.9745	0.89287	0.022715	0.020952	0.020227	0.69037	0.47894	0.96299	0.57925	0.97531	0.96919	0.98377
Meth__cg08349573__C1QTNF1	0.038888	0.81288	0.96172	0.36463	0.81674	0.6424	0.5683	0.96754	0.026354	0.17577	0.36227	0.28216	0.92687	0.45831	0.39295	0.022917	0.1088	0.024549	0.87486	0.70052	0.51026	0.85243	0.10724	0.062596	0.87924	0.49086	0.02541	0.022371	0.091111	0.075676	0.11291	0.94053	0.04802	0.07683	0.28639	0.1643
Meth__cg18233735__PDZD4	0.62689	0.04241	0.072403	0.045161	0.57045	0.7206	0.044976	0.30392	0.036628	0.036875	0.049456	0.068	0.10232	0.038757	0.56193	0.31599	0.20308	0.48339	0.036278	0.036846	0.60843	0.97607	0.048914	0.57305	0.7212	0.070059	0.505	0.056068	0.55199	0.041523	0.054004	0.28354	0.087022	0.73746	0.40447	0.048878
