Cell lines	600MPE	AU565	BT20	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg16213655__PPL	0.033254	0.087996	0.24405	0.062749	0.95985	0.03659	0.1373	0.033354	0.06143	0.59075	0.077557	0.064036	0.034746	0.071759	0.033193	0.030056	0.39879	0.15449	0.28334	0.20739	0.95903	0.035291	0.87526	0.067848	0.047144	0.080569	0.13101	0.1433	0.033059	0.88401	0.26274	0.024802	0.027211	0.041948	0.028075	0.2452	0.49936
Meth__cg18273501__FAM26B	0.049582	0.045317	0.86736	0.10918	0.8052	0.21469	0.034865	0.039578	0.042972	0.63049	0.3559	0.76174	0.20148	0.74436	0.050414	0.26157	0.038391	0.033766	0.049309	0.044556	0.1569	0.039305	0.76683	0.053818	0.05555	0.82157	0.13178	0.041952	0.03153	0.58419	0.03932	0.49452	0.043615	0.65162	0.040988	0.10422	0.046008
Meth__cg02428100__KEAP1	0.04835	0.43853	0.93807	0.1788	0.67315	0.59866	0.044469	0.23254	0.42649	0.044638	0.046018	0.88602	0.19276	0.97102	0.0439	0.078824	0.119	0.044907	0.043742	0.5206	0.28515	0.046048	0.13193	0.05744	0.10609	0.10462	0.12833	0.042573	0.035973	0.04815	0.85925	0.051838	0.031866	0.13065	0.068684	0.056209	0.64758
Meth__cg10818284__SYP	0.50985	0.20024	0.069814	0.050857	0.04046	0.053348	0.055122	0.71837	0.042888	0.03558	0.3574	0.2994	0.65696	0.59306	0.04362	0.48787	0.047255	0.035651	0.053096	0.48198	0.089649	0.41783	0.13697	0.49511	0.50231	0.48436	0.5947	0.13308	0.04527	0.3084	0.039062	0.054174	0.066675	0.074025	0.48601	0.46837	0.051512
Meth__cg09980622__BOLA1	0.023931	0.34484	0.10743	0.031365	0.53191	0.021035	0.01828	0.021614	0.030523	0.021905	0.090047	0.14219	0.019059	0.020891	0.31537	0.040071	0.41375	0.018911	0.018726	0.02744	0.063277	0.015023	0.94718	0.036582	0.047871	0.042128	0.032978	0.013227	0.01368	0.074218	0.74002	0.021886	0.030271	0.05996	0.054698	0.022798	0.018315
Meth__cg01340005__SOX2	0.021458	0.014427	0.059582	0.028035	0.90991	0.029604	0.023274	0.020664	0.031615	0.023128	0.041721	0.089	0.027265	0.036847	0.25878	0.038462	0.1237	0.014977	0.030026	0.037711	0.059487	0.016399	0.044706	0.024451	0.039803	0.048588	0.042602	0.018769	0.020482	0.015469	0.022386	0.023787	0.074096	0.052971	0.02502	0.041217	0.021993
Meth__cg01242619__PLEC1	0.071044	0.061516	0.070769	0.069439	0.67605	0.063481	0.11441	0.054454	0.091508	0.059834	0.45772	0.27211	0.08028	0.071249	0.10347	0.09815	0.25432	0.066725	0.081414	0.059935	0.8717	0.088765	0.092243	0.081241	0.12029	0.10837	0.097254	0.094879	0.072633	0.8337	0.12354	0.09608	0.052639	0.050233	0.12352	0.064944	0.058657
Meth__cg09019938__PRKG1	0.054406	0.053377	0.86297	0.049007	0.38082	0.050067	0.62246	0.032961	0.060694	0.072262	0.058945	0.13307	0.041338	0.055467	0.06034	0.099009	0.040828	0.039278	0.053834	0.073138	0.061519	0.032601	0.56529	0.061877	0.055593	0.082854	0.076885	0.046503	0.049877	0.045976	0.029654	0.036066	0.0696	0.056677	0.035993	0.041928	0.043372
Meth__cg15120925__RASAL1	0.096519	0.076072	0.34546	0.73016	0.51689	0.1354	0.16998	0.10154	0.1193	0.48012	0.10672	0.55055	0.10162	0.12749	0.51158	0.10799	0.084359	0.078361	0.1062	0.17668	0.13863	0.084438	0.62596	0.1707	0.19447	0.14372	0.13009	0.095874	0.079009	0.10163	0.089909	0.064143	0.43534	0.12291	0.096125	0.090528	0.096241
Meth__cg05468303__DGCR6	0.049874	0.36945	0.82682	0.16823	0.73025	0.081757	0.13167	0.481	0.081883	0.037057	0.23862	0.30046	0.38467	0.29121	0.10502	0.17558	0.26363	0.099421	0.067009	0.55459	0.10171	0.047361	0.57943	0.048959	0.074846	0.077299	0.20432	0.042269	0.042834	0.65241	0.091826	0.10824	0.048932	0.14376	0.072568	0.048064	0.057202
Meth__cg17838626__PHCA	0.045983	0.032922	0.43026	0.082752	0.13466	0.074197	0.099172	0.079409	0.044459	0.081844	0.096571	0.10608	0.058514	0.065784	0.42451	0.062181	0.28608	0.051866	0.051477	0.13256	0.070779	0.047949	0.099404	0.061713	0.083956	0.057513	0.061092	0.031777	0.19049	0.048516	0.10356	0.041844	0.037843	0.10474	0.040635	0.098479	0.085164
Meth__cg12927772__C9orf64	0.079635	0.10251	0.88267	0.25012	0.83212	0.094975	0.14611	0.49418	0.089819	0.15014	0.062488	0.30254	0.46248	0.60559	0.092433	0.12569	0.1069	0.068134	0.089649	0.5534	0.12022	0.088644	0.074689	0.092458	0.1321	0.10979	0.12552	0.086582	0.11955	0.21102	0.40677	0.084334	0.069736	0.12613	0.081805	0.088619	0.10584
Meth__cg27379587__NMB	0.089366	0.13562	0.3015	0.13371	0.86743	0.12575	0.22895	0.11835	0.14567	0.20361	0.33777	0.7016	0.11439	0.13765	0.13053	0.20715	0.3696	0.30016	0.27392	0.20213	0.83785	0.1306	0.81097	0.17282	0.1548	0.29356	0.19187	0.096145	0.09389	0.33868	0.55093	0.13372	0.58013	0.33798	0.15071	0.14436	0.39371
Meth__cg19282714__PADI2	0.036268	0.034236	0.041509	0.036846	0.53278	0.034192	0.026023	0.031094	0.043401	0.93971	0.024015	0.076939	0.037422	0.03922	0.19361	0.072585	0.032299	0.029928	0.039278	0.032146	0.63815	0.02583	0.50691	0.044423	0.058041	0.10107	0.056917	0.037873	0.023819	0.23553	0.038279	0.033351	0.029424	0.077267	0.040268	0.032652	0.043961
Meth__cg02331561__ABCA3	0.08659	0.043239	0.78174	0.095942	0.76128	0.080002	0.10182	0.21067	0.090845	0.58553	0.13794	0.16031	0.18413	0.10472	0.67654	0.1309	0.47006	0.046678	0.11624	0.25598	0.31505	0.043595	0.41147	0.24948	0.05029	0.14259	0.08501	0.036771	0.39234	0.33117	0.079582	0.025169	0.15413	0.13879	0.13099	0.11228	0.11115
Meth__cg10883352__	0.27522	0.01873	0.12367	0.81738	0.30637	0.62023	0.92224	0.41979	0.024548	0.87016	0.50436	0.37806	0.21406	0.56498	0.93204	0.028314	0.13371	0.098171	0.25553	0.16507	0.92868	0.87385	0.60691	0.13107	0.017389	0.31916	0.033218	0.10265	0.54748	0.072104	0.53607	0.026958	0.055989	0.024951	0.047878	0.075384	0.11702
Meth__cg22585988__PVRL4	0.026399	0.015309	0.036963	0.019419	0.95734	0.0235	0.017342	0.014845	0.01694	0.88553	0.019854	0.03884	0.018761	0.061356	0.95308	0.026903	0.74041	0.024257	0.019638	0.021504	0.94787	0.015416	0.96822	0.03107	0.039588	0.031959	0.024859	0.93885	0.019266	0.93054	0.015303	0.019277	0.016235	0.046166	0.02521	0.022484	0.018927
