Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg02305261__KCNG1	0.17659	0.078419	0.48104	0.62088	0.57222	0.74041	0.23772	0.092941	0.18605	0.30689	0.056538	0.17261	0.49993	0.061871	0.10662	0.13176	0.091767	0.094903	0.047505	0.75316	0.59517	0.15251	0.33918	0.52803	0.28828	0.68516	0.32469	0.047121	0.6704	0.65715	0.14197	0.43301	0.046221	0.051145	0.22796	0.82913	0.73785	0.13897	0.33423	0.17787
Meth__cg19742789__FLJ14166	0.14215	0.28286	0.2909	0.15472	0.66507	0.49255	0.058305	0.37797	0.035838	0.18714	0.26865	0.049749	0.080761	0.029626	0.080762	0.061705	0.067359	0.11051	0.12999	0.46006	0.49351	0.23593	0.12771	0.04639	0.1664	0.10573	0.063477	0.043392	0.91042	0.084651	0.2358	0.05051	0.052001	0.13939	0.031147	0.79627	0.099233	0.20021	0.56578	0.77983
Meth__cg20716064__USP6NL	0.028561	0.029501	0.029086	0.031868	0.027999	0.041333	0.030675	0.028074	0.020742	0.026268	0.033388	0.024685	0.070212	0.018903	0.021834	0.022681	0.026169	0.072443	0.028112	0.022303	0.036123	0.10397	0.040234	0.027369	0.06641	0.03312	0.04819	0.027779	0.18769	0.040788	0.049318	0.026678	0.027821	0.028964	0.018384	0.023032	0.039132	0.037806	0.03615	0.028032
Meth__cg11700429__ANAPC1	0.0263	0.020592	0.025769	0.025474	0.020532	0.029285	0.0191	0.2431	0.019128	0.023788	0.026953	0.014738	0.037986	0.018383	0.025852	0.024879	0.020438	0.068696	0.018693	0.017058	0.025687	0.024486	0.022902	0.020806	0.049325	0.029995	0.075837	0.021183	0.053573	0.030828	0.048847	0.023354	0.016149	0.015003	0.021302	0.023231	0.050198	0.02621	0.030838	0.025799
Meth__cg05341670__C1orf83	0.032457	0.032204	0.030919	0.026852	0.023584	0.046346	0.040701	0.027604	0.028409	0.033025	0.02767	0.036218	0.044875	0.035596	0.027778	0.034006	0.030929	0.11232	0.025833	0.34227	0.034576	0.030685	0.028395	0.036445	0.051939	0.039322	0.076634	0.02731	0.061073	0.031302	0.05899	0.031751	0.02974	0.029586	0.027585	0.031597	0.056333	0.036226	0.029954	0.043152
Meth__cg10866709__GATA4	0.45871	0.043783	0.056188	0.0752	0.35694	0.14093	0.076444	0.81664	0.21812	0.067593	0.38389	0.61877	0.62713	0.056437	0.18869	0.49169	0.3312	0.13381	0.03727	0.74907	0.61824	0.82634	0.68339	0.72309	0.4081	0.45379	0.083485	0.052134	0.13652	0.20901	0.080931	0.05527	0.069719	0.054588	0.18263	0.15604	0.55136	0.68927	0.13047	0.25769
Meth__cg20203395__MGC33648	0.25079	0.8173	0.74611	0.083219	0.94487	0.11522	0.40057	0.16348	0.94786	0.10516	0.093608	0.3571	0.89998	0.12738	0.84761	0.16156	0.062059	0.15722	0.10113	0.16709	0.10312	0.095903	0.07848	0.27674	0.59332	0.75326	0.18916	0.093628	0.29532	0.13186	0.5085	0.093226	0.11553	0.09405	0.093549	0.12276	0.10219	0.10657	0.16814	0.28271
Meth__cg05440218__C8orf36	0.044003	0.032319	0.044857	0.033718	0.13868	0.030247	0.053777	0.049788	0.056848	0.04069	0.036076	0.083779	0.065837	0.022768	0.036068	0.032331	0.033343	0.065226	0.037226	0.034175	0.037983	0.042504	0.036887	0.078842	0.27905	0.036222	0.067856	0.042333	0.053775	0.036032	0.05761	0.035698	0.032123	0.040295	0.032573	0.032615	0.068483	0.039783	0.038006	0.032535
U133A__IGF1R	7.4366	6.0432	7.616	9.0997	6.7451	5.1784	6.164	7.4726	4.8247	7.1078	5.9359	6.3173	5.3298	5.5299	6.252	5.9489	6.6041	5.5932	5.6916	6.2705	7.8115	8.3023	5.3234	5.1774	6.931	7.3309	5.6135	5.9851	5.2645	4.8088	5.3017	5.5466	6.4853	4.9335	7.2016	7.5757	7.0228	7.4657	5.5772	6.4581
Meth__cg01971122__CALCA	0.47155	0.060275	0.667	0.16415	0.6995	0.83724	0.1488	0.55545	0.056835	0.093716	0.73723	0.83021	0.41755	0.18373	0.063949	0.45121	0.47097	0.12958	0.060933	0.8078	0.79652	0.20715	0.12815	0.31532	0.41123	0.29982	0.11355	0.2685	0.49019	0.093301	0.104	0.78429	0.059228	0.069397	0.18441	0.50622	0.28663	0.86582	0.15464	0.15218
Meth__cg08977371__CDH13	0.91195	0.037599	0.8441	0.43286	0.71604	0.7581	0.077384	0.8046	0.092716	0.50326	0.84708	0.79759	0.89136	0.11382	0.24919	0.51971	0.38549	0.18389	0.036289	0.60156	0.34471	0.16126	0.070535	0.9014	0.86674	0.74977	0.089187	0.039164	0.86655	0.62088	0.056123	0.098592	0.042463	0.065275	0.88993	0.87744	0.12794	0.47495	0.67612	0.27932
Meth__cg06101324__SPRR1A	0.91014	0.035554	0.90436	0.88729	0.048965	0.25398	0.14725	0.70221	0.55653	0.089253	0.058025	0.67343	0.75938	0.043733	0.47301	0.057645	0.059044	0.14949	0.048081	0.20055	0.18535	0.065073	0.054432	0.79591	0.086043	0.071453	0.1307	0.054509	0.071162	0.08597	0.081696	0.046092	0.073252	0.045099	0.85411	0.080777	0.10818	0.81094	0.36761	0.5226
Meth__cg06899976__PCDHB1	0.83963	0.055027	0.55318	0.076194	0.61023	0.8731	0.46553	0.90737	0.069839	0.076665	0.87171	0.090636	0.83681	0.046364	0.066088	0.86764	0.1287	0.11219	0.052217	0.89091	0.60863	0.099168	0.077468	0.05566	0.5146	0.82309	0.079886	0.36019	0.29215	0.099425	0.10853	0.29814	0.7433	0.07304	0.052506	0.35854	0.097599	0.069008	0.49645	0.53387
Meth__cg08268099__OLFM1	0.96476	0.044572	0.97416	0.95793	0.73638	0.3297	0.9207	0.66605	0.041722	0.9515	0.54783	0.52823	0.94993	0.049595	0.05705	0.8194	0.9319	0.11733	0.074352	0.97256	0.9648	0.92614	0.95548	0.97769	0.063968	0.91011	0.2654	0.95727	0.31922	0.082569	0.10252	0.047404	0.080053	0.062455	0.057533	0.96159	0.67758	0.95501	0.88771	0.92629
Meth__cg03081134__RECK	0.10233	0.057156	0.89137	0.069936	0.061252	0.65945	0.17701	0.039801	0.04332	0.075511	0.05807	0.17223	0.092225	0.33365	0.029512	0.054079	0.084933	0.070606	0.083285	0.066641	0.084876	0.068064	0.060387	0.077965	0.094203	0.80592	0.065309	0.062392	0.85066	0.085106	0.11918	0.060586	0.11384	0.059208	0.032924	0.047367	0.46346	0.079417	0.29424	0.52877
Meth__cg09800519__RXRA	0.045636	0.055858	0.05533	0.042557	0.033839	0.056056	0.031547	0.65796	0.034851	0.063195	0.048292	0.065156	0.079254	0.027556	0.040034	0.048954	0.080741	0.10155	0.039768	0.032069	0.062893	0.038979	0.047127	0.036158	0.061836	0.053847	0.077838	0.03242	0.072673	0.057419	0.10469	0.037543	0.035267	0.036751	0.0425	0.048073	0.042416	0.055927	0.051072	0.05089
Meth__cg25268718__PSME1	0.071893	0.069773	0.17458	0.22885	0.77674	0.24859	0.74469	0.26522	0.42718	0.095301	0.8254	0.55866	0.34527	0.041492	0.32454	0.26614	0.43667	0.24196	0.44847	0.26676	0.17444	0.37581	0.64932	0.096833	0.5871	0.12062	0.16747	0.64923	0.13104	0.15256	0.098056	0.10086	0.090032	0.41082	0.42967	0.17126	0.10434	0.09019	0.11202	0.14596
Meth__cg24124977__TBC1D16	0.26813	0.11219	0.085944	0.043289	0.040198	0.077179	0.033478	0.35239	0.064794	0.047522	0.090155	0.15067	0.1053	0.036689	0.052464	0.052486	0.07432	0.18852	0.03825	0.039224	0.10903	0.053685	0.10533	0.049656	0.090768	0.10109	0.058752	0.063342	0.11431	0.047688	0.092624	0.044801	0.037967	0.042093	0.025769	0.028466	0.11633	0.052106	0.047008	0.063443
Meth__cg13343486__KLK10	0.064428	0.026779	0.040404	0.030266	0.35879	0.10376	0.05937	0.029317	0.02989	0.035702	0.2219	0.42519	0.096921	0.039738	0.032137	0.043551	0.034939	0.053879	0.025034	0.030959	0.038599	0.15707	0.040219	0.62917	0.75793	0.055246	0.08008	0.036768	0.94634	0.039987	0.072273	0.043043	0.035061	0.033581	0.040993	0.041415	0.093075	0.037839	0.041071	0.033722
Meth__cg11973688__FPGS	0.031219	0.034507	0.062664	0.043568	0.036033	0.03624	0.02118	0.025149	0.027565	0.047366	0.036909	0.12564	0.066559	0.021446	0.036005	0.030688	0.029219	0.048394	0.031142	0.028856	0.038947	0.044535	0.031425	0.041454	0.054553	0.034179	0.050545	0.031227	0.0762	0.039547	0.047001	0.027468	0.027981	0.029716	0.21783	0.073073	0.042132	0.033588	0.036972	0.030107
U133A__MYLIP	6.25	6.9508	6.7777	6.3276	4.7525	7.3267	6.5531	5.5464	6.9503	7.7358	6.2283	6.7797	5.847	5.8257	6.6923	6.4724	6.1119	5.8868	5.7605	6.2882	6.4799	5.9671	5.0222	7.521	5.9602	6.7489	6.3817	5.1296	6.16	6.5825	6.2006	5.2242	6.0862	5.3436	6.8308	5.6126	6.095	5.7256	7.4054	5.7174
Meth__cg18627852__SNRPF	0.034	0.026461	0.033266	0.034078	0.027024	0.032711	0.024006	0.33883	0.037847	0.035311	0.03988	0.05232	0.057931	0.020239	0.029788	0.033664	0.025252	0.080283	0.033702	0.025743	0.033705	0.033937	0.030923	0.024611	0.051565	0.029152	0.060136	0.031354	0.066172	0.034597	0.075371	0.023104	0.033439	0.02884	0.020971	0.033157	0.057566	0.034645	0.028492	0.032778
U133A__CPT1A	10.5883	8.887	9.5016	8.6701	8.4327	9.4235	7.5893	7.6056	6.2671	7.5383	8.2799	7.8024	7.5517	8.5724	9.0395	7.646	7.5211	7.2006	7.6178	10.0183	8.1697	9.418	8.0684	10.2031	7.2216	9.6018	11.1624	8.1498	6.6204	7.8354	9.3272	7.9409	8.4929	6.4225	7.706	9.8477	8.9331	8.9083	8.9262	9.9244
Meth__cg07764959__SLC43A1	0.066852	0.045045	0.07712	0.065354	0.056031	0.16373	0.091653	0.092659	0.049643	0.052297	0.057481	0.067977	0.11683	0.048166	0.061765	0.081967	0.062517	0.10457	0.045094	0.063123	0.10571	0.054605	0.063947	0.06267	0.080515	0.097083	0.091791	0.048834	0.21264	0.06255	0.090475	0.040915	0.036328	0.063565	0.065174	0.11316	0.126	0.062827	0.085642	0.071492
Meth__cg13778073__HSPA4	0.065864	0.065339	0.058691	0.043055	0.048112	0.060986	0.020627	0.052763	0.048026	0.079898	0.06225	0.046554	0.10503	0.058361	0.047629	0.048123	0.059225	0.13755	0.037197	0.048741	0.48169	0.050418	0.055239	0.041167	0.094212	0.065885	0.073692	0.039887	0.10939	0.050178	0.069737	0.05347	0.049303	0.04721	0.051934	0.05464	0.0837	0.058243	0.050208	0.048414
Meth__cg22776578__CPLX2	0.48525	0.017857	0.56436	0.80137	0.19359	0.54665	0.34884	0.45257	0.032862	0.045082	0.20995	0.90086	0.90904	0.039995	0.11615	0.17443	0.66609	0.041468	0.035091	0.04702	0.36155	0.08952	0.036381	0.89694	0.52994	0.031789	0.035882	0.087926	0.89411	0.24923	0.043491	0.022047	0.055977	0.028633	0.18212	0.76824	0.044646	0.93197	0.76169	0.14803
U133A__GCHFR	7.0875	7.7336	7.4086	6.3534	5.9174	7.0334	6.3875	6.0695	5.6255	6.5892	6.057	5.6697	6.4225	7.5495	7.2153	6.4454	5.5521	9.3148	5.7151	6.6593	6.6104	6.846	5.6439	8.0588	4.8651	7.7018	7.5975	6.2477	8.9348	6.592	8.3753	6.5251	6.4883	5.3529	6.5813	5.7935	6.8521	6.8993	8.7278	7.0875
U133A__NR3C1	5.0765	6.954	5.1788	5.9925	8.9925	6.6683	7.8246	6.9561	9.1735	6.103	6.7952	7.5877	6.4	5.6993	5.6099	4.8193	7.9143	7.896	7.9943	6.4699	6.8241	5.5863	8.052	4.8591	8.189	5.6192	5.6545	7.6393	7.9997	6.6391	5.85	7.6812	6.8754	7.9483	5.625	6.4618	4.868	6.6686	6.906	6.4361
Meth__cg09059181__NOLC1	0.048097	0.031398	0.056904	0.036102	0.045424	0.047877	0.022001	0.060634	0.043468	0.046459	0.060332	0.062603	0.067699	0.034215	0.04176	0.049731	0.041942	0.091629	0.040862	0.039406	0.061917	0.04751	0.058391	0.04622	0.059943	0.048002	0.1215	0.038818	0.07805	0.047748	0.080109	0.044222	0.034541	0.035432	0.033084	0.028945	0.072152	0.038223	0.080841	0.54836
Meth__cg20429911__LDHA	0.065601	0.069212	0.19867	0.072317	0.064122	0.089272	0.049333	0.070485	0.051577	0.070448	0.066278	0.045763	0.09964	0.06107	0.45967	0.065417	0.06062	0.11972	0.067472	0.053576	0.076468	0.061761	0.0709	0.12542	0.10634	0.071864	0.088979	0.068609	0.11847	0.070229	0.21017	0.063691	0.059305	0.064118	0.053641	0.078586	0.15275	0.081879	0.075822	0.067464
Meth__cg16817891__IGF2AS	0.046548	0.0175	0.051566	0.029457	0.26117	0.046588	0.28083	0.12542	0.029272	0.035942	0.11634	0.045556	0.174	0.018641	0.029894	0.024772	0.089712	0.059306	0.017372	0.35427	0.21249	0.084484	0.029729	0.17212	0.21515	0.17367	0.04165	0.020183	0.10765	0.041724	0.038143	0.023738	0.043327	0.018876	0.12602	0.057852	0.076121	0.061339	0.021808	0.024818
Meth__cg07844572__FTSJ3	0.047279	0.029413	0.051013	0.039646	0.041842	0.046954	0.061926	0.024247	0.03345	0.040802	0.042786	0.03688	0.054575	0.026141	0.041241	0.046912	0.03722	0.089194	0.027193	0.03693	0.046722	0.040481	0.039079	0.074452	0.089895	0.038632	0.066721	0.037025	0.30982	0.038924	0.066823	0.032717	0.028079	0.036074	0.032745	0.029795	0.10021	0.034591	0.031392	0.037841
Meth__cg03117949__USP16	0.79301	0.20569	0.26837	0.31529	0.44988	0.5662	0.24541	0.31764	0.22456	0.12244	0.12553	0.13814	0.36378	0.12568	0.21578	0.12807	0.22002	0.24012	0.15127	0.28538	0.20133	0.55631	0.090531	0.31153	0.41182	0.14164	0.25119	0.084991	0.45919	0.29939	0.22545	0.073702	0.096095	0.1406	0.11347	0.65139	0.33012	0.10353	0.74768	0.76773
Meth__cg18602314__GFPT2	0.071848	0.11224	0.48736	0.6961	0.32391	0.18614	0.17417	0.057962	0.033032	0.27946	0.065223	0.1209	0.26977	0.16824	0.043134	0.094129	0.035129	0.3272	0.031722	0.78156	0.87288	0.042636	0.048602	0.16323	0.10731	0.42702	0.1271	0.026266	0.86885	0.18424	0.083512	0.25664	0.029872	0.085159	0.029205	0.42154	0.41071	0.040592	0.40696	0.32165
Meth__cg14545899__FAM46C	0.022105	0.017287	0.034201	0.02223	0.29548	0.022022	0.045436	0.023856	0.011819	0.029902	0.043708	0.021596	0.02405	0.015798	0.021972	0.024337	0.014514	0.056147	0.012023	0.025471	0.017663	0.023291	0.023273	0.019791	0.048377	0.027666	0.02286	0.027134	0.059214	0.027885	0.035195	0.0152	0.018343	0.017076	0.021832	0.012073	0.09511	0.038754	0.019755	0.020916
Meth__cg17430393__VSNL1	0.55686	0.022575	0.064647	0.043326	0.36647	0.96147	0.42868	0.040426	0.040048	0.043928	0.11242	0.075825	0.044276	0.25672	0.03543	0.15675	0.071807	0.048632	0.029414	0.37894	0.49901	0.21177	0.030479	0.46753	0.11237	0.93128	0.080645	0.19084	0.19226	0.060446	0.058126	0.034816	0.030474	0.025337	0.026956	0.16361	0.38922	0.92099	0.42788	0.48828
Meth__cg20509080__ARHGEF3	0.036028	0.03429	0.03638	0.035775	0.040703	0.047674	0.046212	0.94139	0.030267	0.032663	0.04218	0.03574	0.067043	0.024337	0.038226	0.040983	0.035712	0.051025	0.028221	0.047026	0.044025	0.035744	0.048255	0.036428	0.049657	0.030183	0.046318	0.031428	0.10378	0.030965	0.082521	0.029926	0.029197	0.029937	0.029108	0.021931	0.15174	0.04053	0.028535	0.051533
Meth__cg03290040__C22orf16	0.050099	0.17533	0.5778	0.4212	0.78635	0.20792	0.89993	0.068607	0.048567	0.17572	0.050638	0.055654	0.8053	0.028425	0.040627	0.68047	0.034276	0.073835	0.4463	0.61869	0.73282	0.094015	0.6622	0.29408	0.075812	0.12271	0.11478	0.035297	0.29831	0.041675	0.11733	0.037115	0.026191	0.032429	0.19083	0.58544	0.26596	0.062335	0.34036	0.093061
Meth__cg17324128__RASSF4	0.058824	0.041195	0.83153	0.18874	0.24247	0.094842	0.3389	0.41893	0.091774	0.11678	0.074943	0.1326	0.36555	0.050313	0.10235	0.073467	0.061776	0.20258	0.04878	0.16327	0.21693	0.16124	0.13517	0.20605	0.23049	0.33057	0.1169	0.11314	0.14991	0.10401	0.12733	0.049703	0.056594	0.094332	0.29395	0.047425	0.033572	0.089959	0.18399	0.079766
Meth__cg08062469__SPAG5	0.034301	0.031273	0.037482	0.0284	0.035816	0.0385	0.10102	0.32718	0.037071	0.048855	0.036798	0.056037	0.12629	0.021773	0.034541	0.043773	0.030535	0.10762	0.033803	0.041228	0.039482	0.045932	0.041455	0.051643	0.10441	0.69303	0.054925	0.041438	0.076987	0.082641	0.067408	0.027481	0.030655	0.034283	0.045211	0.020385	0.097587	0.033751	0.064248	0.036638
Meth__cg19438514__C20orf102	0.42817	0.025636	0.19224	0.1901	0.52035	0.45603	0.55047	0.6118	0.030986	0.49177	0.88569	0.49954	0.10883	0.20986	0.10978	0.10256	0.61137	0.25153	0.03469	0.53504	0.88301	0.43099	0.043654	0.44714	0.81591	0.22685	0.40816	0.16712	0.82765	0.34442	0.10526	0.033983	0.70624	0.036767	0.10486	0.35758	0.75055	0.080043	0.56976	0.44705
Meth__cg10601168__CNKSR3	0.038938	0.051374	0.059262	0.043373	0.042989	0.08783	0.065018	0.031751	0.069424	0.051219	0.045648	0.068307	0.11227	0.041753	0.04458	0.070018	0.040289	0.076387	0.04369	0.052245	0.061294	0.037464	0.05537	0.053045	0.10112	0.047525	0.10991	0.040899	0.086357	0.045001	0.092867	0.04503	0.040675	0.04515	0.036553	0.046357	0.78781	0.047857	0.051431	0.039611
Meth__cg24949488__DNTT	0.42372	0.096279	0.84817	0.75592	0.08372	0.35639	0.11837	0.83895	0.67981	0.66379	0.2809	0.17602	0.35968	0.097555	0.39049	0.096892	0.71303	0.16543	0.053589	0.30137	0.4392	0.92606	0.060641	0.91575	0.085451	0.32687	0.074141	0.065613	0.20078	0.10979	0.20579	0.033616	0.10259	0.032597	0.34705	0.2166	0.048182	0.83443	0.3763	0.22312
Meth__cg25349574__CAMTA2	0.027368	0.038519	0.97074	0.67435	0.73646	0.95529	0.3648	0.39664	0.028401	0.96317	0.035538	0.79364	0.89923	0.05044	0.041233	0.174	0.023524	0.57214	0.014739	0.68457	0.5019	0.045262	0.28549	0.37597	0.95589	0.94659	0.036207	0.029459	0.12894	0.84109	0.082437	0.02829	0.024185	0.037719	0.67138	0.40802	0.082553	0.03318	0.050074	0.38837
Meth__cg24687051__KCNQ5	0.045013	0.032355	0.035381	0.033741	0.028556	0.044709	0.048071	0.038462	0.029093	0.041466	0.03742	0.043526	0.63275	0.041725	0.036097	0.59138	0.034785	0.078937	0.025895	0.48105	0.072621	0.042172	0.031829	0.048252	0.082953	0.041333	0.064331	0.034173	0.066482	0.3134	0.11391	0.028469	0.049038	0.025641	0.037715	0.97266	0.10692	0.043846	0.030777	0.035346
Meth__cg18364820__CXorf38	0.059003	0.65408	0.050432	0.041921	0.037595	0.05451	0.058936	0.043605	0.027196	0.05065	0.045579	0.048092	0.16422	0.043986	0.045624	0.040772	0.038204	0.073268	0.044569	0.0279	0.044326	0.054563	0.04046	0.027977	0.065227	0.49831	0.094968	0.041007	0.054471	0.037286	0.60543	0.034423	0.03369	0.033201	0.04555	0.043971	0.10276	0.0575	0.039624	0.04955
Meth__cg27207274__MYC	0.059606	0.061103	0.059133	0.045177	0.051734	0.049755	0.06919	0.49179	0.052839	0.051402	0.051616	0.028256	0.062716	0.040773	0.049383	0.054476	0.055789	0.12536	0.044607	0.050417	0.052724	0.056792	0.049433	0.049962	0.096844	0.057801	0.07397	0.04457	0.096505	0.058121	0.088638	0.045902	0.039765	0.047542	0.043825	0.041637	0.06474	0.058074	0.053284	0.055935
Meth__cg01797527__BMP2	0.56431	0.017364	0.13212	0.041939	0.85717	0.61926	0.12647	0.50864	0.17105	0.042763	0.95602	0.12142	0.84266	0.01927	0.13399	0.16804	0.07853	0.043406	0.021558	0.76923	0.72132	0.059726	0.29053	0.2581	0.87698	0.55273	0.037111	0.041837	0.75451	0.033529	0.031746	0.028675	0.03248	0.020537	0.025521	0.47779	0.085955	0.054941	0.38468	0.28075
Meth__cg01851399__PKP2	0.054199	0.037204	0.050078	0.030731	0.85238	0.044428	0.06203	0.032354	0.063067	0.06194	0.047875	0.11162	0.15477	0.041352	0.065593	0.047652	0.26211	0.10894	0.56663	0.034991	0.043366	0.040078	0.18541	0.040408	0.064107	0.052345	0.070875	0.31035	0.072304	0.053376	0.092886	0.068659	0.034593	0.26088	0.036256	0.076885	0.06226	0.06128	0.049752	0.048616
Meth__cg21673646__SHF	0.052093	0.075721	0.18463	0.02649	0.2299	0.049744	0.029348	0.054006	0.042515	0.077701	0.037324	0.040632	0.63235	0.043584	0.04483	0.035826	0.047659	0.072406	0.056019	0.051517	0.059741	0.046937	0.15156	0.049737	0.72769	0.052781	0.060402	0.039821	0.53377	0.22351	0.04972	0.028804	0.10859	0.044351	0.14718	0.036393	0.19411	0.040336	0.05586	0.044024
Meth__cg09150117__DLX5	0.68779	0.053469	0.22526	0.045831	0.39481	0.51998	0.27009	0.065156	0.052035	0.069495	0.072273	0.45838	0.23204	0.14148	0.0552	0.078738	0.061508	0.080452	0.062153	0.11312	0.34455	0.19207	0.069856	0.099973	0.91684	0.14696	0.14158	0.033249	0.7516	0.12124	0.042313	0.06616	0.044719	0.10104	0.067338	0.92856	0.14901	0.12048	0.17256	0.077564
Meth__cg08881519__DKFZP586D0919	0.052342	0.058073	0.056195	0.048224	0.053268	0.066722	0.038749	0.2036	0.047355	0.057901	0.047953	0.057512	0.097535	0.042275	0.043182	0.065761	0.048899	0.076417	0.054928	0.071886	0.051669	0.077959	0.054357	0.045533	0.090628	0.056819	0.081772	0.046528	0.081048	0.064088	0.071309	0.055947	0.051043	0.4435	0.063562	0.060524	0.091488	0.070493	0.060136	0.063266
Meth__cg04613080__CNGA2	0.20487	0.17886	0.66553	0.31069	0.036866	0.7406	0.21218	0.095196	0.046271	0.064355	0.25565	0.31176	0.66937	0.040506	0.11452	0.10808	0.049558	0.11153	0.12957	0.080781	0.081519	0.073769	0.043565	0.62961	0.13107	0.11193	0.087894	0.067003	0.62233	0.17793	0.14166	0.073978	0.045331	0.064363	0.25006	0.064976	0.35079	0.5678	0.32198	0.41522
Meth__cg13960192__GNA11	0.05521	0.065949	0.088401	0.80203	0.47691	0.071132	0.040162	0.043494	0.044224	0.2403	0.041946	0.12844	0.1407	0.042048	0.055841	0.042155	0.89228	0.075806	0.031463	0.058211	0.18272	0.14407	0.049377	0.051329	0.08546	0.15302	0.090599	0.046331	0.16207	0.054787	0.055739	0.046507	0.037565	0.04785	0.4299	0.092382	0.11606	0.047587	0.043645	0.058493
Meth__cg06690548__SLC7A11	0.88412	0.063771	0.46673	0.7583	0.050909	0.16513	0.20157	0.068711	0.94787	0.12478	0.22934	0.68912	0.10014	0.023278	0.82246	0.11721	0.03876	0.067405	0.046588	0.080929	0.067968	0.93382	0.16922	0.77568	0.085106	0.10005	0.13874	0.038571	0.23146	0.048855	0.11176	0.035643	0.4378	0.03106	0.22606	0.053379	0.17929	0.86589	0.59637	0.47044
Meth__cg05724065__PHKG1	0.020622	0.026511	0.42662	0.17173	0.02882	0.023	0.34402	0.65511	0.022667	0.029374	0.031873	0.31323	0.11256	0.015784	0.033519	0.070799	0.028997	0.053038	0.016667	0.34072	0.43259	0.78927	0.033319	0.38793	0.15066	0.1711	0.39287	0.4117	0.082454	0.019141	0.046785	0.034386	0.62099	0.085268	0.90182	0.048328	0.26257	0.4637	0.032396	0.13811
Meth__cg25054311__SLC26A2	0.042053	0.74288	0.97231	0.56312	0.036032	0.84929	0.081641	0.062359	0.084518	0.061368	0.034661	0.33269	0.96486	0.043036	0.31628	0.059418	0.035215	0.079633	0.029563	0.65919	0.40484	0.51312	0.06183	0.20098	0.53376	0.78172	0.042804	0.030661	0.59607	0.90752	0.49398	0.036988	0.0502	0.033247	0.74079	0.16595	0.0653	0.22853	0.63391	0.85484
Meth__cg06140118__DUS2L	0.061879	0.082239	0.082619	0.013725	0.10919	0.070421	0.042379	0.078329	0.031085	0.020331	0.075576	0.14134	0.049102	0.012501	0.043455	0.023871	0.068101	0.10309	0.023367	0.027243	0.087989	0.039598	0.049681	0.067151	0.75138	0.079615	0.02682	0.021011	0.094455	0.051194	0.050039	0.017383	0.014264	0.018072	0.019035	0.025918	0.17691	0.027198	0.022344	0.032914
Meth__cg05443740__CSEN	0.040735	0.058622	0.053004	0.036984	0.52847	0.050913	0.94888	0.85076	0.62058	0.075257	0.39649	0.86574	0.5188	0.12919	0.53105	0.4808	0.15613	0.35282	0.031072	0.063718	0.063073	0.040611	0.71023	0.050341	0.2908	0.086844	0.058512	0.5798	0.1084	0.66315	0.10542	0.060491	0.33859	0.039821	0.5362	0.32097	0.067279	0.044566	0.36734	0.11283
Meth__cg17804302__NKD1	0.043266	0.030803	0.037835	0.029987	0.12156	0.54028	0.025867	0.036492	0.028317	0.03253	0.030339	0.032059	0.088512	0.025258	0.038858	0.028554	0.083118	0.094805	0.027538	0.02308	0.042891	0.070719	0.039918	0.022839	0.48829	0.037069	0.042028	0.031409	0.058516	0.031811	0.047292	0.026518	0.025734	0.021714	0.028753	0.025708	0.039904	0.030228	0.029355	0.035511
Meth__cg24861272__TCF8	0.038855	0.037689	0.044616	0.039819	0.14207	0.054478	0.089573	0.060355	0.3285	0.043142	0.055784	0.16859	0.08752	0.25943	0.28224	0.070876	0.064282	0.21721	0.034196	0.050343	0.037839	0.096995	0.11917	0.041885	0.13625	0.057979	0.060601	0.041399	0.068102	0.1252	0.055926	0.043716	0.040996	0.32951	0.36638	0.049131	0.062122	0.040185	0.062325	0.05271
Meth__cg05467918__ACADM	0.038137	0.032348	0.06965	0.51156	0.035052	0.4533	0.10008	0.46416	0.032283	0.040211	0.087952	0.13516	0.072279	0.028835	0.063288	0.037122	0.021029	0.10566	0.034026	0.037496	0.028927	0.068932	0.032985	0.49609	0.12613	0.054461	0.047038	0.40296	0.12096	0.14895	0.050754	0.047844	0.44863	0.026215	0.03067	0.013263	0.067899	0.045455	0.033531	0.038467
U133A__C2orf54	7.7605	8.4685	6.8355	6.3039	5.7915	6.2505	5.9893	6.405	6.0855	6.3454	6.0255	6.8201	6.0669	7.3183	7.6327	6.4253	6.0383	5.8493	5.9139	6.2292	6.1448	6.1992	5.841	7.4306	6.0411	7.0844	6.0172	6.344	7.549	7.2735	8.1948	6.0615	6.1171	6.017	6.361	7.5534	5.9837	8.6595	8.4196	6.0049
